,ID,Gender,Education,Offences
2600,33516,Female,Diploma,1
2601,33540,Female,Diploma,0
2602,33548,Male,Grade 12,0
2603,33557,Female,Grade 12,0
2604,33560,Male,Grade 12,1
2606,33605,Male,Grade 12,0
2608,33619,Female,Postgrad,1
2609,33622,Male,Diploma,0
2610,33627,Male,Grade 12,0
2611,33637,Female,Diploma,0
2613,33642,Male,Diploma,2
2614,33644,Male,Degree,0
2615,33645,Female,Grade 12,2
2616,33659,Female,Diploma,0
2617,33660,Female,Grade 12,0
2618,33672,Female,Diploma,2
2619,33680,Female,Grade 12,2
2620,33686,Female,Grade 12,0
2621,33694,Male,Grade 12,2
2622,33707,Female,Diploma,2
2623,33710,Female,Diploma,0
2624,33730,Male,Diploma,0
2625,33745,Male,Postgrad,2
2626,33751,Male,Grade 12,0
2627,33754,Female,Diploma,0
2629,33786,Female,Diploma,0
2630,33787,Male,Grade 12,1
2631,33792,Male,Grade 12,0
2632,33795,Female,Grade 12,1
2633,33799,Male,Grade 12,0
2635,33816,Female,Grade 12,0
2636,33821,Female,Diploma,0
2637,33835,Male,Degree,0
2638,33842,Female,Grade 12,0
2639,33852,Male,Degree,0
2640,33879,Male,Grade 12,0
2641,33890,Male,Diploma,0
2642,33901,Male,Degree,0
2643,33912,Male,Diploma,1
2644,33913,Female,Grade 12,0
2645,33915,Female,Diploma,0
2647,33973,Male,Grade 12,0
2648,33981,Female,Diploma,1
2649,33988,Female,Diploma,1
2650,33992,Male,Grade 12,3
2651,33995,Male,Diploma,1
2653,34005,Male,Degree,2
2654,34011,Male,Grade 12,0
2655,34023,Female,Diploma,2
2656,34035,Female,Grade 12,0
2658,34070,Female,Diploma,2
2659,34072,Male,Postgrad,0
2660,34084,Male,Diploma,0
2661,34102,Female,Grade 12,2
2664,34115,Male,Diploma,3
2665,34123,Female,Grade 12,0
2666,34131,Female,Degree,0
2667,34132,Female,Grade 12,2
2668,34142,Female,Postgrad,0
2669,34158,Female,Grade 12,3
2670,34180,Female,Postgrad,2
2671,34186,Male,Diploma,0
2672,34202,Female,Grade 12,0
2674,34222,Male,Grade 12,2
2675,34224,Male,Diploma,2
2676,34250,Male,Grade 12,1
2678,34264,Male,Grade 12,0
2679,34266,Male,Postgrad,2
2681,34285,Male,Grade 12,1
2682,34307,Female,Diploma,2
2683,34322,Male,Postgrad,0
2684,34323,Female,Diploma,0
2686,34338,Female,Diploma,2
2688,34345,Female,Grade 12,1
2689,34358,Female,Diploma,4
2690,34359,Male,Grade 12,0
2692,34413,Male,Grade 12,0
2693,34415,Female,Degree,0
2694,34417,Female,Grade 12,0
2695,34466,Male,Diploma,1
2696,34501,Male,Grade 12,2
2697,34508,Female,Degree,0
2698,34510,Male,Grade 12,0
2700,34538,Female,Degree,0
2701,34564,Male,Diploma,0
2702,34569,Male,Postgrad,0
2703,34572,Male,Diploma,0
2704,34582,Female,Grade 12,0
2705,34584,Female,Degree,0
2706,34588,Male,Degree,2
2707,34591,Male,Grade 12,1
2708,34600,Female,Diploma,2
2709,34604,Female,Diploma,0
2710,34610,Male,Diploma,0
2712,34625,Male,Diploma,0
2713,34626,Female,Degree,0
2715,34650,Female,Grade 12,0
2716,34656,Female,Diploma,1
2717,34659,Female,Diploma,0
2718,34663,Male,Grade 12,1
2720,34683,Male,Diploma,1
2721,34687,Male,Grade 12,0
2722,34701,Male,Degree,0
2723,34706,Female,Degree,1
2724,34714,Male,Diploma,1
2725,34723,Female,Grade 12,2
2726,34727,Male,Grade 12,0
2727,34729,Female,Diploma,4
2728,34741,Female,Grade 12,2
2729,34742,Male,Degree,0
2731,34759,Male,Degree,1
2732,34778,Male,Diploma,1
2733,34788,Male,Grade 12,0
2734,34793,Male,Grade 12,1
2735,34811,Female,Degree,0
2736,34819,Male,Diploma,0
2737,34820,Female,Grade 12,0
2738,34841,Male,Grade 12,1
2739,34846,Male,Grade 12,0
2740,34851,Female,Diploma,2
2743,34895,Female,Grade 12,0
2744,34898,Male,Grade 12,0
2745,34901,Male,Grade 12,0
2746,34903,Male,Grade 12,0
2747,34907,Female,Grade 12,1
2748,34945,Male,Grade 12,0
2749,34955,Female,Degree,0
2750,34977,Female,Grade 12,2
2751,34987,Female,Grade 12,2
2752,34991,Female,Degree,1
2753,34998,Female,Grade 12,3
2754,35000,Female,Degree,0
2755,35014,Male,Grade 12,4
2757,35025,Female,Grade 12,1
2758,35029,Male,Diploma,1
2759,35030,Male,Grade 12,1
2760,35035,Male,Degree,0
2761,35049,Male,Grade 12,0
2762,35053,Female,Grade 12,0
2763,35060,Male,Degree,0
2764,35066,Female,Grade 12,0
2765,35077,Male,Postgrad,1
2766,35080,Female,Grade 12,4
2768,35099,Female,Diploma,0
2769,35104,Male,Degree,0
2770,35106,Female,Diploma,0
2771,35129,Female,Diploma,0
2772,35133,Female,Grade 12,0
2773,35142,Female,Postgrad,0
2776,35212,Female,Diploma,1
2777,35236,Female,Degree,1
2778,35243,Female,Diploma,0
2779,35261,Male,Diploma,0
2780,35287,Female,Degree,0
2781,35289,Male,Diploma,0
2782,35293,Male,Degree,0
2783,35305,Male,Diploma,0
2784,35317,Male,Degree,2
2785,35318,Male,Degree,0
2787,35325,Male,Grade 12,2
2788,35331,Male,Grade 12,0
2790,35343,Female,Diploma,1
2791,35356,Male,Grade 12,1
2792,35361,Male,Diploma,0
2793,35371,Female,Grade 12,3
2794,35372,Female,Diploma,0
2795,35389,Female,Diploma,3
2796,35395,Male,Degree,0
2798,35427,Male,Grade 12,0
2799,35441,Male,Grade 12,0
2800,35453,Male,Grade 12,0
2801,35455,Male,Grade 12,0
2802,35463,Female,Diploma,1
2803,35467,Female,Diploma,0
2804,35468,Male,Grade 12,0
2805,35473,Male,Diploma,2
2806,35479,Female,Degree,0
2807,35483,Female,Grade 12,0
2808,35490,Male,Diploma,3
2809,35491,Male,Grade 12,2
2810,35494,Female,Grade 12,0
2811,35496,Male,Diploma,2
2812,35498,Male,Diploma,0
2814,35514,Male,Diploma,0
2815,35555,Male,Postgrad,0
2816,35556,Male,Grade 12,1
2817,35560,Male,Grade 12,1
2818,35567,Male,Grade 12,0
2819,35571,Female,Grade 12,2
2820,35583,Male,Diploma,0
2821,35586,Female,Grade 12,0
2822,35598,Female,Degree,0
2824,35609,Male,Grade 12,1
2826,35622,Male,Degree,0
2827,35627,Female,Diploma,1
2828,35670,Female,Degree,1
2829,35679,Male,Postgrad,2
2830,35687,Male,Grade 12,0
2831,35688,Male,Diploma,0
2832,35698,Female,Degree,0
2833,35699,Female,Grade 12,2
2834,35702,Male,Diploma,0
2835,35707,Male,Grade 12,0
2836,35716,Female,Diploma,0
2837,35731,Female,Grade 12,0
2838,35747,Male,Postgrad,0
2839,35749,Male,Grade 12,2
2840,35756,Female,Degree,3
2841,35765,Female,Grade 12,2
2842,35771,Female,Grade 12,2
2843,35780,Male,Diploma,1
2844,35804,Female,Grade 12,0
2845,35814,Female,Grade 12,0
2847,35869,Male,Diploma,1
2849,35876,Male,Diploma,0
2850,35883,Male,Degree,1
2851,35884,Female,Diploma,2
2852,35898,Female,Degree,0
2854,35915,Male,Diploma,1
2856,35937,Male,Diploma,0
2857,35965,Female,Grade 12,0
2859,35994,Female,Degree,2
2860,36043,Male,Degree,3
2861,36047,Female,Grade 12,1
2862,36053,Male,Diploma,0
2863,36054,Male,Diploma,2
2864,36068,Female,Grade 12,0
2865,36071,Male,Grade 12,0
2866,36086,Male,Grade 12,0
2867,36106,Female,Degree,2
2868,36121,Male,Diploma,0
2869,36160,Male,Degree,2
2870,36168,Female,Diploma,2
2871,36242,Male,Degree,1
2872,36244,Female,Diploma,0
2874,36261,Male,Grade 12,1
2875,36262,Female,Grade 12,2
2876,36278,Female,Grade 12,3
2877,36279,Male,Degree,0
2878,36293,Female,Degree,2
2879,36347,Male,Diploma,1
2880,36348,Female,Diploma,0
2881,36363,Female,Degree,2
2882,36375,Male,Degree,0
2884,36421,Male,Grade 12,1
2885,36438,Female,Grade 12,1
2886,36445,Male,Grade 12,0
2887,36451,Male,Grade 12,1
2888,36471,Female,Diploma,0
2889,36482,Male,Grade 12,0
2890,36485,Female,Degree,1
2891,36494,Male,Grade 12,1
2892,36495,Male,Diploma,2
2893,36509,Male,Degree,1
2894,36527,Female,Grade 12,0
2895,36541,Female,Grade 12,0
2896,36552,Female,Grade 12,0
2897,36553,Female,Degree,0
2898,36567,Female,Diploma,0
2900,36591,Female,Degree,2
2901,36609,Male,Grade 12,0
2902,36620,Female,Degree,0
2903,36625,Male,Grade 12,0
2905,36641,Male,Postgrad,1
2907,36687,Male,Diploma,0
2908,36691,Female,Grade 12,0
2909,36693,Male,Grade 12,2
2912,36730,Female,Degree,3
2913,36733,Male,Degree,2
2916,36774,Male,Degree,1
2917,36785,Male,Grade 12,4
2920,36813,Male,Degree,0
2921,36821,Female,Degree,0
2922,36823,Female,Degree,2
2923,36833,Female,Grade 12,1
2924,36851,Female,Grade 12,0
2925,36859,Male,Diploma,0
2926,36866,Male,Degree,2
2927,36869,Male,Diploma,0
2929,36881,Female,Grade 12,0
2931,36892,Female,Grade 12,0
2932,36905,Male,Diploma,0
2933,36912,Male,Grade 12,3
2934,36924,Male,Grade 12,0
2935,36947,Female,Diploma,1
2936,36964,Female,Grade 12,1
2937,36971,Female,Grade 12,1
2939,36982,Female,Grade 12,0
2940,36990,Male,Diploma,0
2942,36992,Female,Degree,0
2943,37001,Male,Diploma,0
2944,37009,Female,Diploma,0
2946,37022,Male,Diploma,0
2947,37026,Female,Degree,0
2948,37032,Male,Degree,2
2949,37053,Male,Grade 12,0
2950,37070,Female,Diploma,0
2952,37074,Female,Grade 12,0
2953,37081,Male,Grade 12,3
2955,37115,Male,Grade 12,2
2956,37116,Female,Degree,2
2957,37125,Male,Grade 12,1
2958,37144,Female,Grade 12,2
2960,37152,Female,Diploma,0
2961,37161,Male,Grade 12,1
2962,37181,Male,Diploma,2
2963,37183,Male,Grade 12,0
2964,37184,Female,Diploma,0
2965,37191,Male,Grade 12,2
2967,37207,Male,Degree,0
2969,37214,Female,Diploma,0
2970,37222,Female,Degree,1
2971,37227,Male,Grade 12,3
2972,37233,Male,Grade 12,0
2973,37236,Male,Degree,2
2974,37254,Female,Diploma,0
2975,37255,Male,Grade 12,0
2977,37263,Male,Diploma,1
2978,37267,Male,Grade 12,2
2979,37276,Female,Diploma,3
2981,37291,Male,Postgrad,1
2982,37313,Male,Postgrad,1
2983,37316,Female,Diploma,1
2984,37320,Male,Grade 12,2
2985,37323,Female,Postgrad,0
2987,37337,Female,Diploma,0
2988,37340,Female,Diploma,3
2989,37345,Male,Grade 12,0
2990,37349,Male,Grade 12,0
2991,37387,Male,Grade 12,0
2993,37408,Male,Diploma,0
2994,37413,Female,Diploma,0
2996,37449,Male,Grade 12,0
2997,37480,Male,Grade 12,0
2998,37506,Female,Diploma,2
2999,37510,Female,Grade 12,0
3001,37550,Male,Grade 12,0
3002,37553,Female,Diploma,0
3004,37559,Male,Postgrad,3
3005,37574,Female,Diploma,0
3006,37608,Male,Degree,0
3007,37615,Male,Grade 12,0
3008,37618,Male,Grade 12,0
3009,37619,Female,Grade 12,0
3010,37626,Female,Degree,1
3011,37629,Male,Grade 12,0
3012,37643,Male,Degree,0
3013,37653,Male,Diploma,2
3014,37660,Female,Grade 12,0
3015,37666,Female,Diploma,0
3016,37673,Female,Degree,1
3017,37683,Female,Degree,1
3018,37686,Male,Postgrad,0
3019,37696,Female,Degree,2
3021,37727,Male,Diploma,0
3022,37734,Male,Degree,2
3023,37735,Female,Diploma,2
3024,37740,Male,Grade 12,0
3025,37744,Male,Diploma,0
3026,37755,Male,Postgrad,1
3027,37759,Male,Diploma,0
3028,37765,Male,Grade 12,2
3029,37771,Male,Diploma,0
3030,37774,Male,Diploma,0
3033,37808,Female,Diploma,2
3034,37828,Male,Diploma,0
3035,37830,Male,Grade 12,1
3036,37852,Male,Postgrad,0
3037,37856,Female,Degree,0
3038,37860,Female,Grade 12,2
3039,37864,Female,Grade 12,0
3040,37866,Male,Grade 12,1
3041,37872,Male,Diploma,2
3043,37877,Female,Diploma,0
3045,37895,Male,Degree,1
3046,37897,Female,Postgrad,2
3047,37898,Female,Diploma,0
3048,37905,Male,Grade 12,0
3049,37909,Female,Diploma,0
3050,37953,Male,Degree,0
3052,37960,Male,Degree,1
3053,37972,Male,Grade 12,1
3054,37974,Male,Degree,0
3055,37980,Male,Diploma,0
3056,37983,Female,Grade 12,0
3059,37999,Male,Diploma,0
3060,38015,Female,Grade 12,1
3061,38020,Male,Grade 12,4
3062,38021,Male,Grade 12,0
3063,38039,Male,Grade 12,1
3064,38057,Male,Grade 12,2
3065,38068,Male,Diploma,2
3066,38081,Female,Grade 12,0
3067,38087,Female,Degree,0
3068,38089,Male,Degree,0
3069,38103,Female,Degree,0
3070,38106,Female,Grade 12,0
3071,38149,Male,Degree,0
3072,38159,Female,Degree,1
3075,38219,Female,Grade 12,0
3076,38231,Female,Grade 12,1
3079,38261,Female,Diploma,0
3081,38268,Male,Diploma,0
3082,38271,Male,Grade 12,1
3083,38279,Female,Degree,2
3085,38297,Female,Diploma,0
3086,38301,Male,Diploma,1
3087,38303,Female,Grade 12,1
3088,38313,Male,Diploma,2
3089,38323,Male,Diploma,0
3090,38324,Male,Grade 12,0
3091,38328,Female,Grade 12,3
3092,38344,Male,Diploma,0
3094,38367,Female,Grade 12,1
3095,38373,Male,Grade 12,0
3096,38376,Male,Diploma,0
3098,38403,Female,Diploma,0
3099,38437,Female,Degree,0
3100,38445,Male,Diploma,0
3101,38449,Female,Grade 12,3
3102,38452,Male,Degree,0
3103,38473,Male,Grade 12,1
3104,38474,Male,Grade 12,0
3105,38503,Female,Grade 12,1
3106,38508,Male,Diploma,2
3108,38522,Male,Degree,2
3109,38527,Male,Grade 12,2
3110,38528,Male,Degree,0
3111,38535,Male,Degree,0
3112,38558,Female,Diploma,2
3113,38570,Female,Grade 12,1
3114,38579,Female,Diploma,1
3115,38582,Male,Grade 12,1
3116,38584,Male,Degree,1
3117,38590,Male,Grade 12,1
3119,38664,Male,Diploma,0
3121,38679,Female,Grade 12,0
3122,38715,Male,Diploma,3
3124,38726,Male,Diploma,0
3125,38737,Female,Degree,1
3126,38745,Male,Diploma,0
3129,38761,Male,Degree,1
3130,38769,Male,Diploma,0
3131,38780,Male,Diploma,0
3132,38800,Male,Diploma,0
3133,38817,Female,Grade 12,0
3134,38831,Male,Diploma,0
3135,38855,Male,Diploma,2
3136,38858,Male,Grade 12,2
3137,38872,Female,Degree,3
3138,38874,Male,Degree,0
3140,38888,Male,Grade 12,0
3141,38891,Male,Grade 12,0
3142,38912,Male,Degree,1
3143,38917,Female,Grade 12,0
3144,38920,Female,Diploma,2
3145,38922,Female,Grade 12,0
3146,38924,Female,Grade 12,0
3147,38933,Male,Grade 12,0
3148,38936,Female,Grade 12,0
3149,38938,Female,Grade 12,2
3150,38939,Female,Degree,0
3151,38943,Male,Degree,0
3152,38959,Male,Grade 12,1
3154,39000,Male,Diploma,2
3155,39002,Male,Degree,0
3156,39003,Female,Grade 12,2
3157,39006,Female,Diploma,1
3158,39021,Male,Diploma,1
3159,39025,Male,Grade 12,2
3160,39029,Female,Degree,0
3162,39045,Female,Diploma,0
3163,39061,Female,Diploma,0
3164,39063,Male,Degree,0
3165,39068,Female,Diploma,2
3167,39076,Male,Grade 12,0
3168,39088,Male,Degree,0
3169,39092,Male,Grade 12,0
3170,39104,Male,Degree,0
3171,39109,Male,Grade 12,0
3172,39116,Male,Degree,1
3173,39118,Female,Degree,0
3175,39160,Male,Postgrad,0
3176,39165,Male,Diploma,0
3177,39174,Male,Diploma,2
3178,39179,Male,Diploma,0
3179,39196,Male,Degree,2
3181,39224,Female,Grade 12,3
3182,39229,Male,Grade 12,0
3183,39232,Female,Grade 12,0
3184,39236,Female,Grade 12,0
3185,39242,Female,Grade 12,2
3186,39251,Male,Grade 12,1
3187,39253,Female,Diploma,0
3188,39256,Male,Grade 12,2
3190,39277,Male,Diploma,3
3191,39289,Male,Grade 12,0
3192,39290,Female,Diploma,1
3193,39292,Male,Grade 12,0
3194,39303,Female,Grade 12,0
3195,39312,Male,Degree,2
3196,39324,Female,Grade 12,0
3197,39332,Female,Diploma,0
3198,39362,Male,Postgrad,0
3199,39379,Female,Grade 12,2
3200,39380,Female,Grade 12,1
3201,39428,Female,Diploma,0
3202,39437,Female,Degree,1
3203,39443,Female,Grade 12,0
3204,39445,Female,Grade 12,0
3205,39452,Male,Postgrad,0
3207,39485,Female,Degree,0
3208,39491,Female,Diploma,1
3209,39492,Female,Grade 12,1
3211,39505,Male,Degree,0
3212,39518,Female,Grade 12,2
3213,39554,Male,Grade 12,1
3214,39580,Male,Diploma,0
3215,39597,Female,Diploma,0
3216,39610,Female,Diploma,2
3217,39633,Male,Diploma,0
3218,39644,Male,Degree,0
3219,39659,Female,Diploma,0
3220,39661,Female,Diploma,1
3221,39673,Female,Degree,1
3222,39676,Female,Grade 12,2
3223,39692,Male,Grade 12,0
3224,39705,Male,Grade 12,0
3225,39707,Female,Degree,0
3226,39739,Male,Diploma,2
3227,39752,Female,Degree,0
3229,39774,Male,Postgrad,1
3230,39775,Female,Diploma,1
3231,39780,Male,Degree,0
3232,39784,Female,Grade 12,3
3233,39788,Male,Diploma,0
3235,39797,Male,Degree,0
3236,39799,Male,Grade 12,0
3237,39802,Female,Degree,2
3240,39821,Male,Degree,0
3241,39828,Male,Grade 12,0
3242,39832,Female,Diploma,1
3244,39885,Female,Grade 12,0
3245,39894,Male,Grade 12,2
3246,39898,Male,Diploma,0
3250,39930,Female,Grade 12,0
3251,39959,Female,Diploma,0
3252,39967,Female,Grade 12,4
3253,39971,Female,Grade 12,1
3254,39976,Female,Grade 12,0
3255,39989,Male,Grade 12,0
3256,39990,Male,Diploma,0
3257,39992,Female,Postgrad,0
3258,39994,Female,Diploma,0
3259,40003,Female,Grade 12,0
3260,40018,Female,Diploma,2
3262,40033,Female,Diploma,0
3263,40036,Male,Grade 12,2
3264,40051,Male,Grade 12,0
3265,40058,Female,Diploma,2
3266,40066,Male,Grade 12,0
3267,40082,Male,Diploma,0
3268,40089,Female,Diploma,2
3271,40132,Male,Grade 12,0
3272,40148,Female,Diploma,0
3273,40154,Male,Degree,1
3274,40156,Female,Grade 12,2
3275,40159,Male,Degree,1
3276,40167,Female,Degree,0
3277,40168,Female,Grade 12,2
3278,40191,Male,Diploma,0
3279,40192,Male,Grade 12,3
3280,40200,Female,Diploma,0
3281,40211,Female,Diploma,1
3283,40216,Female,Degree,0
3284,40218,Female,Degree,2
3285,40223,Male,Grade 12,0
3287,40243,Male,Diploma,0
3288,40244,Female,Grade 12,0
3289,40247,Female,Grade 12,3
3290,40260,Male,Grade 12,0
3292,40268,Female,Degree,0
3293,40274,Male,Grade 12,0
3294,40302,Male,Grade 12,0
3296,40308,Male,Grade 12,0
3297,40309,Female,Diploma,0
3298,40315,Male,Degree,1
3299,40322,Female,Grade 12,2
3300,40341,Female,Grade 12,0
3302,40344,Male,Diploma,0
3303,40351,Female,Diploma,0
3305,40361,Female,Postgrad,2
3306,40378,Female,Degree,1
3307,40382,Female,Diploma,0
3308,40391,Female,Grade 12,1
3309,40397,Female,Grade 12,2
3311,40421,Female,Postgrad,1
3312,40434,Female,Diploma,1
3313,40437,Female,Grade 12,0
3314,40438,Male,Degree,2
3315,40440,Male,Degree,2
3316,40452,Male,Degree,0
3317,40457,Female,Grade 12,0
3318,40468,Male,Diploma,0
3319,40477,Male,Diploma,0
3320,40480,Male,Grade 12,0
3321,40481,Male,Grade 12,1
3322,40493,Male,Grade 12,0
3323,40509,Male,Grade 12,2
3324,40510,Male,Grade 12,0
3326,40522,Male,Grade 12,2
3328,40552,Female,Grade 12,0
3329,40555,Female,Grade 12,0
3330,40558,Female,Diploma,0
3331,40578,Female,Diploma,3
3332,40582,Female,Grade 12,0
3333,40597,Male,Diploma,1
3334,40602,Male,Postgrad,0
3336,40611,Male,Degree,0
3337,40613,Female,Diploma,0
3339,40635,Female,Grade 12,0
3340,40643,Male,Grade 12,0
3341,40649,Female,Degree,0
3342,40677,Female,Postgrad,0
3344,40689,Male,Diploma,2
3345,40698,Female,Degree,3
3346,40699,Female,Diploma,0
3347,40706,Female,Diploma,0
3348,40739,Male,Grade 12,0
3349,40749,Male,Grade 12,1
3350,40761,Female,Degree,0
3351,40771,Male,Degree,1
3352,40798,Male,Diploma,0
3353,40804,Male,Diploma,0
3354,40809,Female,Grade 12,1
3355,40824,Male,Grade 12,3
3356,40825,Male,Diploma,0
3358,40882,Female,Degree,0
3359,40901,Female,Diploma,1
3360,40908,Male,Diploma,1
3361,40914,Female,Grade 12,0
3363,40939,Male,Grade 12,1
3364,40960,Female,Degree,0
3365,40964,Female,Diploma,2
3366,40973,Female,Grade 12,0
3367,40975,Female,Grade 12,1
3368,40978,Male,Diploma,0
3369,40987,Female,Grade 12,0
3371,41006,Male,Diploma,0
3372,41026,Male,Grade 12,0
3373,41039,Female,Degree,0
3374,41042,Male,Degree,0
3375,41043,Male,Degree,0
3376,41044,Male,Grade 12,2
3377,41063,Female,Grade 12,2
3379,41104,Female,Grade 12,1
3380,41105,Female,Diploma,0
3381,41127,Male,Grade 12,1
3382,41129,Female,Grade 12,1
3383,41145,Male,Grade 12,0
3384,41148,Male,Diploma,0
3386,41157,Female,Diploma,0
3387,41170,Female,Grade 12,0
3388,41172,Female,Degree,2
3389,41173,Male,Grade 12,0
3390,41176,Female,Grade 12,0
3391,41180,Male,Grade 12,1
3392,41189,Female,Degree,0
3393,41192,Female,Degree,0
3394,41195,Female,Diploma,0
3396,41223,Male,Grade 12,0
3398,41239,Male,Grade 12,0
3399,41240,Female,Diploma,2
3400,41243,Male,Degree,0
3401,41248,Male,Diploma,0
3402,41257,Male,Grade 12,0
3403,41267,Male,Degree,0
3404,41270,Female,Diploma,3
3405,41278,Male,Postgrad,0
3406,41283,Female,Grade 12,1
3407,41290,Female,Diploma,2
3408,41291,Female,Grade 12,0
3409,41292,Female,Diploma,1
3410,41294,Female,Diploma,0
3412,41312,Female,Diploma,1
3414,41325,Male,Diploma,0
3415,41336,Female,Diploma,0
3416,41339,Female,Grade 12,0
3417,41343,Female,Degree,2
3421,41396,Male,Degree,0
3422,41408,Female,Postgrad,1
3423,41411,Male,Postgrad,2
3424,41432,Male,Grade 12,0
3425,41442,Female,Grade 12,0
3426,41444,Male,Grade 12,2
3427,41446,Female,Diploma,1
3428,41450,Female,Grade 12,0
3429,41453,Female,Grade 12,1
3430,41475,Male,Grade 12,0
3431,41480,Male,Grade 12,0
3432,41481,Female,Postgrad,0
3433,41490,Female,Grade 12,2
3434,41503,Male,Grade 12,1
3435,41513,Male,Diploma,0
3436,41523,Male,Grade 12,0
3437,41550,Female,Grade 12,0
3438,41551,Female,Grade 12,1
3439,41554,Female,Grade 12,0
3440,41558,Male,Diploma,0
3441,41559,Female,Diploma,0
3442,41568,Male,Diploma,3
3443,41569,Male,Grade 12,2
3444,41574,Male,Degree,1
3445,41583,Male,Grade 12,0
3446,41622,Male,Degree,0
3447,41626,Male,Grade 12,1
3448,41632,Female,Grade 12,0
3449,41640,Female,Grade 12,2
3450,41642,Female,Diploma,0
3451,41653,Female,Diploma,1
3452,41663,Male,Grade 12,1
3453,41674,Female,Grade 12,0
3454,41679,Male,Degree,0
3455,41702,Female,Degree,1
3456,41707,Male,Grade 12,2
3457,41711,Male,Grade 12,0
3459,41721,Female,Degree,0
3460,41726,Female,Grade 12,0
3461,41733,Male,Postgrad,0
3462,41736,Female,Diploma,1
3463,41745,Male,Diploma,0
3464,41746,Male,Diploma,0
3465,41756,Female,Diploma,0
3466,41790,Female,Grade 12,0
3467,41799,Male,Postgrad,0
3469,41814,Male,Grade 12,2
3470,41818,Male,Postgrad,0
3471,41830,Female,Grade 12,3
3472,41838,Female,Diploma,1
3473,41842,Male,Postgrad,0
3474,41855,Female,Grade 12,2
3475,41859,Male,Grade 12,0
3476,41872,Male,Grade 12,0
3477,41877,Male,Grade 12,0
3478,41885,Male,Diploma,0
3479,41887,Female,Grade 12,0
3480,41892,Female,Diploma,0
3481,41893,Male,Grade 12,1
3482,41914,Male,Grade 12,0
3483,41928,Male,Grade 12,1
3484,41929,Female,Degree,0
3485,41930,Female,Degree,0
3488,41937,Male,Degree,0
3489,41941,Male,Grade 12,0
3490,41947,Female,Degree,0
3491,41948,Male,Diploma,2
3492,41951,Male,Grade 12,1
3493,41965,Male,Grade 12,0
3494,41975,Female,Grade 12,4
3497,41988,Male,Grade 12,0
3498,41999,Male,Grade 12,0
3499,42007,Male,Grade 12,0
3501,42023,Male,Grade 12,0
3502,42033,Female,Diploma,2
3503,42038,Female,Grade 12,2
3505,42056,Male,Grade 12,1
3506,42061,Female,Grade 12,0
3507,42097,Female,Grade 12,0
3509,42113,Male,Diploma,2
3510,42115,Male,Grade 12,2
3512,42123,Female,Diploma,0
3513,42133,Female,Grade 12,2
3515,42154,Female,Grade 12,0
3516,42157,Male,Grade 12,1
3518,42202,Female,Degree,0
3519,42203,Female,Diploma,1
3520,42212,Female,Diploma,3
3521,42220,Male,Degree,0
3522,42232,Female,Grade 12,0
3523,42238,Male,Diploma,0
3524,42248,Male,Degree,0
3525,42250,Male,Diploma,1
3527,42264,Male,Diploma,0
3528,42266,Female,Diploma,1
3529,42279,Female,Postgrad,0
3531,42297,Male,Diploma,3
3532,42335,Male,Grade 12,0
3533,42338,Female,Grade 12,2
3534,42357,Female,Diploma,0
3537,42395,Female,Postgrad,0
3538,42397,Female,Grade 12,0
3539,42400,Female,Grade 12,2
3540,42429,Female,Grade 12,2
3541,42461,Male,Degree,0
3542,42467,Female,Grade 12,0
3543,42470,Male,Diploma,2
3545,42488,Female,Diploma,1
3546,42489,Female,Degree,2
3547,42491,Female,Diploma,2
3548,42500,Male,Diploma,1
3549,42520,Male,Grade 12,0
3550,42545,Female,Grade 12,0
3551,42554,Female,Postgrad,0
3552,42558,Male,Diploma,0
3553,42567,Male,Degree,0
3554,42569,Male,Grade 12,0
3556,42573,Male,Grade 12,0
3558,42583,Male,Grade 12,0
3559,42587,Female,Grade 12,0
3560,42589,Male,Diploma,1
3561,42592,Male,Grade 12,0
3563,42629,Female,Grade 12,1
3565,42632,Male,Diploma,0
3566,42633,Female,Grade 12,0
3568,42638,Male,Grade 12,0
3569,42646,Female,Grade 12,0
3570,42648,Male,Degree,0
3571,42653,Female,Degree,0
3576,42686,Male,Diploma,2
3577,42695,Male,Degree,0
3578,42715,Female,Diploma,1
3579,42716,Female,Diploma,0
3580,42724,Female,Grade 12,0
3581,42726,Female,Diploma,1
3582,42741,Female,Diploma,0
3583,42745,Female,Grade 12,0
3585,42813,Male,Grade 12,0
3586,42815,Female,Diploma,0
3587,42819,Male,Diploma,0
3588,42827,Male,Diploma,0
3590,42830,Male,Grade 12,1
3591,42848,Female,Grade 12,0
3594,42886,Male,Diploma,1
3596,42908,Male,Grade 12,3
3597,42913,Female,Grade 12,0
3598,42958,Female,Diploma,2
3599,42969,Female,Diploma,0
3600,42976,Male,Diploma,0
3602,42985,Female,Grade 12,0
3603,42989,Female,Diploma,1
3604,42993,Male,Diploma,2
3606,42996,Male,Grade 12,0
3607,43027,Male,Diploma,0
3608,43046,Male,Grade 12,0
3609,43050,Female,Grade 12,0
3610,43063,Male,Postgrad,2
3611,43064,Male,Grade 12,0
3613,43072,Female,Degree,2
3614,43076,Male,Grade 12,0
3615,43086,Female,Degree,0
3616,43099,Female,Diploma,0
3617,43102,Male,Grade 12,0
3618,43104,Male,Diploma,1
3619,43110,Female,Postgrad,2
3620,43113,Female,Diploma,0
3621,43122,Female,Diploma,3
3622,43129,Female,Degree,0
3623,43145,Male,Diploma,1
