"","ID","IntRate","Income","DTI","LoanAmt","HistLen","Utilisation","Age","EmpStatus","HomeOwn","Purpose","default","X","Gender","Education","Offences"
"1322",21999,20.25,2057263,1.91,2864499,4.43,23.62,27.5,"Self-employed","Mortgage","Home_improvement",1,1321,"Male","Grade 12",2
"1323",22007,23.75,1893319,2.01,6434143,11.31,43.39,37.5,"Self-employed","Rent","Other",0,1322,"Female","Diploma",1
"1324",22009,21.75,153042,1.09,118320,25.31,91.7,54.7,"Salaried","Rent","Other",0,1323,"Female","Grade 12",1
"1325",22015,25.25,309187,1.3,625688,2.58,19.71,29.8,"Salaried","Rent","Other",0,1324,"Female","Postgrad",0
"1326",22016,18.75,749251,1.65,517294,21.53,74.41,48,"Self-employed","Mortgage","Home_improvement",0,1325,"Male","Grade 12",0
"1327",22023,16.75,367302,1.69,1098635,24.48,82.96,52.6,"Salaried","Mortgage","Home_improvement",1,1326,"Female","Degree",1
"1328",22025,18.25,298055,1.62,211632,38.74,122.43,61.6,"Salaried","Mortgage","Home_improvement",0,1327,"Female","Grade 12",1
"1329",22046,23.75,575381,1.54,1636325,26.8,93.13,50.2,"Self-employed","Rent","Other",1,1328,"Female","No records",1
"1330",22061,32.25,4900,0.4,17063,22.92,78.92,51.8,"Unemployed","Rent","Debt_consolidation",1,1329,"Female","Grade 12",0
"1331",22065,33.25,4608,0.43,3174,9.92,37.53,35.3,"Unemployed","Rent","Other",1,1330,"Male","Grade 12",0
"1332",22075,19.25,705135,2.03,1423405,33.74,106.98,64.5,"Salaried","Mortgage","Vehicle",1,1331,"Male","Diploma",0
"1333",22095,16.75,169448,1.02,599213,20.28,68.77,50.8,"Salaried","Mortgage","Home_improvement",1,1332,"Male","Degree",0
"1334",22104,18.75,642345,1.95,330547,9.36,34.89,34.2,"Contract","Mortgage","Vehicle",0,1333,"Male","Grade 12",0
"1335",22107,23.25,574653,1.36,1087934,39.37,123.22,73.1,"Salaried","Rent","Other",1,1334,"Male","No records",0
"1336",22110,33.75,3553,0.39,6415,29.35,94.66,61.7,"Unemployed","Rent","Debt_consolidation",1,1335,"Female","Degree",2
"1337",22117,23.75,3521963,1.67,10984706,22,74.47,51.1,"Self-employed","Rent","Other",0,1336,"Female","Grade 12",1
"1338",22118,19.75,1350899,2.17,3409699,21.01,71.46,47.1,"Self-employed","Mortgage","Vehicle",1,1337,"Male","Diploma",1
"1339",22121,22.25,675559,1.96,2358409,9.24,37.71,40.2,"Contract","Rent","Vehicle",0,1338,"Male","Degree",0
"1340",22125,18.75,158444,1.44,180916,20.56,64.54,54.1,"Salaried","Rent","Vehicle",0,1339,"Female","Grade 12",0
"1341",22134,14.25,379098,1.29,125140,33.52,112.56,65.5,"Salaried","Mortgage","Home_improvement",1,1340,"Female","Degree",0
"1342",22145,23.25,253316,1.82,381912,32.06,109.97,60.1,"Salaried","Rent","Other",1,1341,"Male","Diploma",1
"1343",22160,18.75,749673,1.41,2775294,30.08,99.45,52.6,"Self-employed","Mortgage","Home_improvement",1,1342,"Male","Diploma",0
"1344",22193,22.75,373912,1.86,891039,26.54,89.51,59.7,"Contract","Own","Debt_consolidation",1,1343,"Female","Degree",1
"1345",22195,30.75,5792,0.35,21971,19.58,71.71,46.4,"Unemployed","Rent","Other",1,1344,"Female","Postgrad",0
"1346",22199,35,5530,0.54,6048,22.1,75.6,55.2,"Unemployed","Rent","Other",1,1345,"Male","No records",0
"1347",22200,23.75,2352349,1.15,8833120,8.01,34.99,34.6,"Self-employed","Rent","Other",1,1346,"Male","Degree",2
"1348",22216,25.25,1885214,1.85,1837741,39.66,136.45,72.9,"Self-employed","Rent","Other",1,1347,"Male","No records",0
"1349",22218,34.75,4183,0.53,3741,24.55,85.18,56,"Unemployed","Mortgage","Debt_consolidation",0,1348,"Male","Grade 12",0
"1350",22231,16.75,319899,1.31,285388,26.04,90.81,51.2,"Salaried","Mortgage","Home_improvement",0,1349,"Male","Grade 12",0
"1351",22238,19.25,571635,2.06,1533781,33.4,106.78,57.2,"Salaried","Own","Debt_consolidation",1,1350,"Female","Degree",1
"1352",22254,32.25,4070,0.4,3622,11.51,48.53,42.9,"Unemployed","Rent","Debt_consolidation",1,1351,"Female","Diploma",0
"1353",22267,19.25,497178,1.98,839249,32.73,113.3,58.3,"Salaried","Own","Debt_consolidation",0,1352,"Male","No records",0
"1354",22269,32.25,6404,0.42,14818,25.51,89.89,54.8,"Unemployed","Rent","Debt_consolidation",1,1353,"Male","Grade 12",1
"1355",22285,23.25,379156,1.51,301553,38.32,126.28,66.6,"Salaried","Rent","Other",1,1354,"Female","Diploma",1
"1356",22295,18.25,582247,1.3,971981,33.75,112.48,67.9,"Salaried","Mortgage","Home_improvement",1,1355,"Male","Degree",0
"1357",22297,25.25,438378,1.88,781615,35.64,113.26,61.1,"Self-employed","Rent","Other",0,1356,"Male","Grade 12",0
"1358",22307,18.75,451002,1.59,1049719,23.03,83.6,45.4,"Salaried","Rent","Vehicle",0,1357,"Male","Degree",1
"1359",22310,16.75,493805,1.45,1774994,19.03,66.58,53.8,"Salaried","Mortgage","Home_improvement",1,1358,"Male","Grade 12",2
"1360",22350,35,5333,0.56,16942,14.47,49.16,38.7,"Unemployed","Rent","Debt_consolidation",1,1359,"Male","No records",0
"1361",22356,21.25,1049368,1.17,3978585,36.05,120.07,59.4,"Contract","Mortgage","Vehicle",0,1360,"Female","Diploma",0
"1362",22362,18.75,413814,1.09,474057,7.44,35.31,36,"Salaried","Rent","Vehicle",0,1361,"Female","No records",0
"1363",22363,32.25,5438,0.43,7605,23.14,77.56,56.2,"Unemployed","Rent","Debt_consolidation",1,1362,"Male","No records",1
"1364",22366,19.25,311821,1.3,965234,4.28,23.81,38.4,"Salaried","Mortgage","Vehicle",0,1363,"Male","Grade 12",1
"1365",22382,34.75,3667,0.43,10823,3.85,22.08,35,"Unemployed","Rent","Other",1,1364,"Male","No records",1
"1366",22390,20.25,384431,1.55,787897,5.05,27.81,28.6,"Salaried","Rent","Vehicle",0,1365,"Female","Grade 12",2
"1367",22393,20.25,333226,1.58,570233,29.14,93.61,58.4,"Contract","Mortgage","Home_improvement",1,1366,"Female","Diploma",1
"1368",22399,16.75,315516,1.17,307834,18.44,63.57,48.7,"Salaried","Mortgage","Home_improvement",0,1367,"Female","Degree",1
"1369",22408,17.75,552371,2.04,1769213,17.64,64.47,41.7,"Salaried","Mortgage","Vehicle",0,1368,"Male","Degree",0
"1370",22423,16.75,116909,1.1,144201,9.83,46.8,33.6,"Salaried","Mortgage","Home_improvement",1,1369,"Male","Grade 12",2
"1371",22429,35,5252,0.58,17256,36.01,114.04,65.4,"Unemployed","Rent","Other",1,1370,"Female","Diploma",1
"1372",22438,17.75,140502,1.23,172406,7.36,29.3,33.1,"Salaried","Mortgage","Vehicle",0,1371,"Male","Diploma",0
"1373",22440,16.75,808888,1.61,2194863,28.68,100.5,53.2,"Salaried","Mortgage","Home_improvement",0,1372,"Female","Grade 12",0
"1374",22450,19.25,86431,1.46,229795,9.7,41.44,39,"Salaried","Own","Debt_consolidation",1,1373,"Male","Grade 12",0
"1375",22457,19.25,518229,0.89,1163202,35.44,113.37,69.8,"Salaried","Mortgage","Vehicle",0,1374,"Male","Grade 12",0
"1376",22468,17.75,436760,1.53,466531,20.23,66.86,46.2,"Salaried","Mortgage","Vehicle",1,1375,"Male","Diploma",2
"1377",22473,19.25,351462,1.46,175468,10.42,42.91,42.8,"Salaried","Rent","Other",0,1376,"Female","Diploma",2
"1378",22486,16.75,379544,1.17,496763,10.79,42.57,34.2,"Salaried","Mortgage","Home_improvement",1,1377,"Female","No records",1
"1379",22492,18.75,530780,1.55,1056168,9.82,41.86,40.5,"Salaried","Rent","Vehicle",0,1378,"Male","Grade 12",0
"1380",22502,16.75,171152,1.21,197834,24.17,76.73,58.6,"Salaried","Mortgage","Home_improvement",0,1379,"Male","No records",1
"1381",22511,18.25,319650,1.16,1122773,4.86,24.57,38.7,"Salaried","Mortgage","Home_improvement",0,1380,"Male","Grade 12",0
"1382",22513,21.25,2293358,2.08,7672711,10.32,36.99,37.1,"Self-employed","Own","Debt_consolidation",1,1381,"Female","Postgrad",0
"1383",22519,19.75,1335384,2.6,3071825,26.94,91.22,58.3,"Self-employed","Mortgage","Vehicle",1,1382,"Male","No records",0
"1384",22536,22.75,694667,1.49,1319355,0.44,3.5,27.7,"Salaried","Own","Debt_consolidation",1,1383,"Female","Degree",2
"1385",22553,15.25,321707,1.07,144291,19,70.89,43.2,"Salaried","Mortgage","Vehicle",0,1384,"Female","No records",0
"1386",22554,16.75,269607,1.32,166115,9.04,35.42,34,"Salaried","Own","Debt_consolidation",0,1385,"Female","Diploma",0
"1387",22563,18.75,297987,1.31,799192,15.81,57.54,43.9,"Salaried","Rent","Vehicle",1,1386,"Male","Grade 12",0
"1388",22573,16.75,321800,0.91,962580,29.32,94.7,56,"Salaried","Mortgage","Home_improvement",0,1387,"Female","Grade 12",1
"1389",22585,21.75,296960,1.7,289931,31.79,103.84,54.2,"Salaried","Rent","Other",0,1388,"Female","No records",2
"1390",22590,20.25,512410,1.02,1934091,37.63,121.33,71.1,"Salaried","Rent","Vehicle",0,1389,"Male","Diploma",0
"1391",22612,23.75,1337566,1.23,1742147,38.54,126.36,68.2,"Contract","Rent","Vehicle",1,1390,"Male","Diploma",0
"1392",22618,21.25,3498881,1.23,1497758,16.57,57.76,44.2,"Self-employed","Rent","Other",0,1391,"Male","No records",0
"1393",22621,21.75,1694161,2.19,4869070,26.04,88.78,48.7,"Self-employed","Mortgage","Debt_consolidation",1,1392,"Male","Diploma",0
"1394",22635,35,3997,0.58,10198,10.44,35.12,38.8,"Unemployed","Rent","Debt_consolidation",1,1393,"Female","Diploma",0
"1395",22637,21.75,466455,1.86,1487795,20.96,75.02,46,"Salaried","Rent","Other",0,1394,"Male","No records",1
"1396",22640,16.75,278482,1.34,647452,15.82,58.96,42.9,"Salaried","Mortgage","Home_improvement",0,1395,"Male","Degree",0
"1397",22641,22.75,874283,0.92,2814492,20.18,75.78,54,"Contract","Own","Debt_consolidation",1,1396,"Male","No records",0
"1398",22648,18.75,272267,1.11,856027,8.21,39.2,30.6,"Salaried","Rent","Vehicle",0,1397,"Male","No records",0
"1399",22650,22.75,270471,1.46,445216,34.6,111.34,60.8,"Contract","Mortgage","Vehicle",1,1398,"Male","Grade 12",2
"1400",22654,21.25,990602,2.59,1676599,15.89,58.36,45.2,"Contract","Mortgage","Vehicle",0,1399,"Female","Diploma",0
"1401",22661,20.25,200707,1.24,297669,6.5,33.31,32.6,"Salaried","Rent","Vehicle",0,1400,"Female","Grade 12",3
"1402",22679,18.75,407147,1.59,724362,25.52,86.66,52.2,"Salaried","Rent","Vehicle",1,1401,"Male","Grade 12",0
"1403",22680,23.25,1070370,1.13,2136152,34.24,110.7,63.5,"Self-employed","Mortgage","Debt_consolidation",1,1402,"Female","No records",0
"1404",22687,20.25,219975,2.03,232571,36.73,124.12,64.2,"Salaried","Rent","Vehicle",1,1403,"Female","Grade 12",4
"1405",22696,20.75,234421,1.43,411668,39.67,124.94,68.7,"Salaried","Own","Debt_consolidation",1,1404,"Male","Grade 12",0
"1406",22705,25.25,1878851,2.32,2857157,3.17,27.97,28,"Self-employed","Rent","Other",1,1405,"Male","Grade 12",0
"1407",22720,21.25,658742,1.89,830884,27.35,90.48,53.8,"Contract","Mortgage","Vehicle",1,1406,"Male","Grade 12",1
"1408",22724,18.75,290228,1.04,816501,20.65,73.55,43.8,"Salaried","Rent","Vehicle",1,1407,"Male","Degree",2
"1409",22727,16.25,525256,0.75,278044,32.24,107.1,59.8,"Salaried","Rent","Vehicle",0,1408,"Female","Degree",1
"1410",22729,18.75,203299,1.34,153010,24.56,89.57,54.9,"Salaried","Rent","Vehicle",1,1409,"Male","Degree",0
"1411",22730,20.25,554603,1.68,1755992,4.42,22.12,28.3,"Salaried","Rent","Vehicle",0,1410,"Female","Diploma",0
"1412",22732,18.75,2523540,2.34,4851411,27.24,91.92,50,"Self-employed","Mortgage","Home_improvement",1,1411,"Male","No records",0
"1413",22734,18.75,499176,2.05,1587272,12.17,51.7,45.6,"Salaried","Rent","Vehicle",1,1412,"Male","Grade 12",4
"1414",22765,19.75,2825277,2.11,3081506,18.11,64.64,43.5,"Self-employed","Mortgage","Vehicle",0,1413,"Female","Grade 12",1
"1415",22774,21.25,383478,1.53,1283788,10.22,43.71,34.6,"Contract","Mortgage","Vehicle",1,1414,"Female","Grade 12",0
"1416",22775,18.75,574503,2.07,1543888,15.36,58.72,44.8,"Salaried","Rent","Vehicle",0,1415,"Female","No records",0
"1417",22808,17.75,214727,1.61,326315,23.49,81.21,52,"Salaried","Mortgage","Vehicle",0,1416,"Female","No records",0
"1418",22812,16.75,442426,1.42,1308974,7.5,31.36,37.4,"Salaried","Mortgage","Home_improvement",0,1417,"Male","Grade 12",0
"1419",22838,14.75,218056,1.03,70404,7.76,34.6,37.6,"Salaried","Rent","Vehicle",0,1418,"Female","Grade 12",0
"1420",22839,18.75,688239,1.79,842424,26.76,93.21,59.2,"Salaried","Rent","Vehicle",1,1419,"Female","Degree",0
"1421",22847,17.75,457502,1.56,1547314,30.92,100.94,54.5,"Salaried","Mortgage","Vehicle",1,1420,"Female","Diploma",0
"1422",22865,21.75,609678,1.58,657318,14.57,58.39,44.1,"Salaried","Rent","Other",0,1421,"Female","Degree",4
"1423",22875,22.75,200643,1.98,394983,26.66,88.87,60.2,"Contract","Mortgage","Vehicle",0,1422,"Male","Degree",0
"1424",22878,19.25,518638,1.13,1835815,6.88,24.3,39.7,"Salaried","Mortgage","Vehicle",0,1423,"Female","Diploma",0
"1425",22888,35,1637,0.52,3892,30.87,107.47,59.4,"Unemployed","Rent","Debt_consolidation",1,1424,"Female","Diploma",0
"1426",22892,16.75,655975,1.3,1308096,32.11,102.03,57.4,"Salaried","Mortgage","Home_improvement",0,1425,"Male","Grade 12",1
"1427",22896,20.75,607481,1.45,201364,39.78,133.8,66.7,"Contract","Mortgage","Debt_consolidation",1,1426,"Female","Degree",2
"1428",22899,21.25,1303313,1.98,2901888,38.29,125.26,70.9,"Self-employed","Mortgage","Vehicle",1,1427,"Male","Postgrad",2
"1429",22913,18.75,581724,1.43,1309921,8.44,33.86,40.4,"Self-employed","Mortgage","Home_improvement",1,1428,"Male","Grade 12",2
"1430",22934,14.25,303431,1.44,174224,27.59,97.69,57.9,"Salaried","Mortgage","Home_improvement",1,1429,"Male","No records",0
"1431",22942,23.25,82409,1.6,109565,5.53,27.16,32.2,"Salaried","Rent","Other",1,1430,"Male","Grade 12",0
"1432",22956,22.25,199955,2.06,450987,32.64,106.7,60,"Contract","Rent","Vehicle",1,1431,"Male","No records",2
"1433",22970,21.25,369785,1.22,1380140,2.16,17.7,33.5,"Salaried","Mortgage","Vehicle",0,1432,"Female","No records",0
"1434",22987,16.75,469352,2.08,477834,20.52,67.19,54.1,"Salaried","Mortgage","Home_improvement",0,1433,"Male","Diploma",0
"1435",22996,19.75,1304971,2.04,4314728,24.46,80.41,54.6,"Self-employed","Mortgage","Vehicle",0,1434,"Female","Degree",3
"1436",23024,25.25,343726,1.64,819610,29.81,98.21,55.6,"Contract","Rent","Other",1,1435,"Female","No records",0
"1437",23027,19.25,268462,1.09,458895,17.43,62.39,40.9,"Salaried","Own","Debt_consolidation",0,1436,"Male","Grade 12",2
"1438",23040,19.25,177591,1.5,221812,29.39,98.78,59.2,"Salaried","Own","Debt_consolidation",0,1437,"Male","No records",0
"1439",23041,23.75,1859137,1.09,6528120,27.66,93.77,54.5,"Self-employed","Rent","Other",1,1438,"Female","Diploma",0
"1440",23044,18.75,225735,1.44,650218,25.45,85.12,59.8,"Salaried","Rent","Vehicle",0,1439,"Female","No records",0
"1441",23060,20.25,574038,1.19,610638,2.4,17.77,30.6,"Salaried","Mortgage","Home_improvement",0,1440,"Male","Degree",3
"1442",23076,19.25,537747,1.66,1593395,34.05,112.9,57.8,"Salaried","Own","Debt_consolidation",0,1441,"Male","Diploma",0
"1443",23077,23.75,1016393,1.17,2967283,36.35,117.45,68.7,"Contract","Rent","Vehicle",1,1442,"Male","Grade 12",0
"1444",23090,22.75,774128,2.27,1457235,3.54,23.91,30.4,"Self-employed","Own","Debt_consolidation",0,1443,"Male","Grade 12",2
"1445",23093,23.75,2481784,0.94,1730304,26.22,88.5,54.2,"Self-employed","Rent","Other",0,1444,"Male","Grade 12",0
"1446",23112,35,3955,0.52,4424,21.3,71.63,45.6,"Unemployed","Rent","Debt_consolidation",0,1445,"Female","Grade 12",3
"1447",23116,23.75,1312168,1.26,4658880,20.89,80.08,54.7,"Self-employed","Rent","Other",1,1446,"Male","Grade 12",0
"1448",23159,16.75,351422,1.2,250548,18.36,59.68,43.7,"Salaried","Mortgage","Home_improvement",0,1447,"Male","No records",0
"1449",23169,23.25,527329,0.86,811129,3.25,20.62,36.6,"Salaried","Rent","Other",0,1448,"Male","Diploma",0
"1450",23177,16.25,466696,0.59,278988,15.75,54.14,50.4,"Salaried","Rent","Vehicle",1,1449,"Male","Grade 12",2
"1451",23192,17.75,528696,1.54,1309323,15.82,58.33,50.8,"Salaried","Mortgage","Vehicle",0,1450,"Female","Grade 12",0
"1452",23201,19.75,1268514,2.22,1546077,10.13,35.54,41.6,"Self-employed","Mortgage","Vehicle",1,1451,"Female","Degree",0
"1453",23205,21.75,2405415,2.76,1845407,8.98,39.37,38.5,"Self-employed","Mortgage","Debt_consolidation",1,1452,"Female","No records",0
"1454",23209,22.25,591462,1.5,1346963,1.72,17.2,31.8,"Salaried","Rent","Vehicle",0,1453,"Male","Grade 12",0
"1455",23210,16.75,286630,1.84,217322,11.79,42.39,39,"Salaried","Mortgage","Home_improvement",0,1454,"Female","No records",1
"1456",23213,20.25,655155,1.86,1649972,36.01,122.15,64.1,"Salaried","Rent","Vehicle",1,1455,"Male","Grade 12",0
"1457",23218,16.75,474873,1.27,768216,21.5,80.87,46.8,"Salaried","Mortgage","Home_improvement",0,1456,"Male","Degree",0
"1458",23219,19.25,255421,0.81,569031,32.58,107.1,62.1,"Salaried","Mortgage","Vehicle",1,1457,"Male","Diploma",0
"1459",23221,21.25,282364,2.23,906179,14.21,52.29,43.3,"Contract","Mortgage","Vehicle",0,1458,"Male","Degree",1
"1460",23224,19.75,2988664,2.2,3885432,24.25,82.1,54.6,"Self-employed","Mortgage","Vehicle",1,1459,"Male","No records",0
"1461",23234,19.75,1422955,1.74,2719172,25.69,89.73,59.1,"Self-employed","Mortgage","Vehicle",1,1460,"Female","Degree",0
"1462",23245,19.25,544858,1.34,440978,38.7,126.04,63.7,"Salaried","Mortgage","Vehicle",0,1461,"Female","No records",1
"1463",23288,18.75,1599027,1.72,2729680,10.38,38.97,38.9,"Self-employed","Mortgage","Home_improvement",1,1462,"Male","Degree",0
"1464",23291,31.25,8393,0.35,19462,39.21,129.83,69.7,"Unemployed","Rent","Debt_consolidation",1,1463,"Male","No records",0
"1465",23294,17.75,413026,1.47,303972,19.93,72.45,49.3,"Salaried","Mortgage","Vehicle",0,1464,"Female","Diploma",0
"1466",23299,15.25,179886,1.37,109861,27.54,94.88,58.9,"Salaried","Mortgage","Vehicle",0,1465,"Male","Diploma",2
"1467",23314,19.25,532925,1.32,1413268,34.85,120.55,62.8,"Salaried","Mortgage","Vehicle",0,1466,"Female","Degree",2
"1468",23324,29.75,7437,0.35,24823,11.24,39.4,39.4,"Unemployed","Rent","Debt_consolidation",1,1467,"Female","Diploma",0
"1469",23328,22.75,2803620,1.84,1962638,39.09,127.73,63.3,"Self-employed","Own","Debt_consolidation",0,1468,"Female","Grade 12",0
"1470",23332,16.75,236270,1.52,772319,17.04,61.84,41.3,"Salaried","Mortgage","Home_improvement",0,1469,"Male","Diploma",1
"1471",23350,22.25,282887,1.4,1004146,11.74,45.93,46.2,"Contract","Rent","Vehicle",1,1470,"Male","No records",0
"1472",23351,17.75,192794,1.37,304544,19.55,67.08,49.6,"Salaried","Mortgage","Vehicle",0,1471,"Female","Postgrad",0
"1473",23352,23.25,104610,1.43,175153,4.81,22.76,33.5,"Salaried","Rent","Other",1,1472,"Male","Postgrad",2
"1474",23356,18.75,1212493,1.59,441846,32.88,107.78,55.9,"Self-employed","Own","Debt_consolidation",0,1473,"Female","Diploma",1
"1475",23365,16.75,173025,1.71,391006,13.64,49.39,41.8,"Salaried","Mortgage","Home_improvement",0,1474,"Male","Postgrad",0
"1476",23373,23.25,219599,2,348408,35,115.29,64.7,"Salaried","Rent","Other",1,1475,"Female","Grade 12",0
"1477",23388,21.75,151647,1.32,251608,11.04,37.79,42.4,"Salaried","Rent","Other",0,1476,"Male","No records",1
"1478",23402,19.25,184945,1.19,603196,29.23,102.8,59.8,"Salaried","Own","Debt_consolidation",0,1477,"Male","Diploma",0
"1479",23407,22.25,953656,2.79,1931714,8.38,35.96,43.3,"Contract","Rent","Vehicle",0,1478,"Female","No records",2
"1480",23413,23.25,1011769,2.08,1640498,1.67,18.64,36,"Self-employed","Mortgage","Vehicle",0,1479,"Female","Grade 12",0
"1481",23419,18.75,954836,0.87,532550,39.51,127.32,74.5,"Self-employed","Mortgage","Vehicle",1,1480,"Female","Grade 12",0
"1482",23426,14.25,296635,1.44,107809,12.55,50.64,40.9,"Salaried","Mortgage","Home_improvement",0,1481,"Female","Grade 12",1
"1483",23434,21.25,1172322,2.38,1860093,22.7,79.69,55.2,"Self-employed","Own","Debt_consolidation",1,1482,"Female","Grade 12",1
"1484",23437,19.25,244672,1.48,625213,34.91,116.82,67.2,"Salaried","Mortgage","Vehicle",1,1483,"Male","No records",2
"1485",23439,18.25,336399,1.39,323100,38.5,124.71,71.1,"Salaried","Mortgage","Home_improvement",1,1484,"Female","Diploma",0
"1486",23440,17.75,240486,1.59,173448,7.92,30.76,41.5,"Salaried","Mortgage","Vehicle",1,1485,"Male","Grade 12",2
"1487",23456,16.25,2614884,1.55,1028920,10.33,42.2,35.1,"Self-employed","Mortgage","Home_improvement",0,1486,"Female","No records",1
"1488",23465,19.25,378107,1.4,291274,3.63,14.36,34.5,"Salaried","Mortgage","Vehicle",0,1487,"Male","Grade 12",1
"1489",23467,22.75,2258116,2.39,7137306,29.71,99,63.7,"Self-employed","Own","Debt_consolidation",1,1488,"Female","Diploma",0
"1490",23473,21.75,486841,1.4,1763522,27.02,95.34,56.4,"Salaried","Rent","Other",0,1489,"Male","No records",0
"1491",23475,18.25,609325,1.07,937733,36.88,121.94,68.2,"Salaried","Mortgage","Home_improvement",0,1490,"Male","Grade 12",2
"1492",23478,19.25,447707,1.79,984416,33.39,115.77,56.9,"Salaried","Own","Debt_consolidation",1,1491,"Female","Degree",0
"1493",23481,19.25,523225,1.25,1868210,3.14,9.73,33.4,"Salaried","Mortgage","Vehicle",0,1492,"Female","Grade 12",2
"1494",23486,22.75,1736990,1.14,1291812,34.24,112.99,65,"Self-employed","Own","Debt_consolidation",1,1493,"Male","Grade 12",1
"1495",23494,24.75,868974,1.83,425523,1.16,13.66,30.8,"Self-employed","Rent","Other",0,1494,"Female","Degree",0
"1496",23498,18.75,533558,1.19,927021,17.09,62.41,50.9,"Salaried","Rent","Vehicle",0,1495,"Male","No records",0
"1497",23499,17.75,609905,1.25,1471384,12.43,41.6,40.7,"Salaried","Mortgage","Vehicle",0,1496,"Male","Degree",0
"1498",23507,21.25,1307540,1.39,3159984,7.35,31.08,33.2,"Self-employed","Own","Debt_consolidation",1,1497,"Male","No records",0
"1499",23520,18.25,373883,1.45,141043,5.2,26.48,35.7,"Salaried","Own","Debt_consolidation",0,1498,"Male","Diploma",2
"1500",23537,23.25,1213521,1.77,2070350,16.21,59.3,42.2,"Contract","Mortgage","Debt_consolidation",1,1499,"Female","Diploma",1
"1501",23556,17.75,434957,1.65,826805,16.36,61.36,39.5,"Salaried","Mortgage","Vehicle",1,1500,"Male","Postgrad",0
"1502",23572,32.25,4866,0.42,16951,27.91,92.39,58.6,"Unemployed","Rent","Debt_consolidation",1,1501,"Female","Diploma",0
"1503",23597,22.75,384621,1.33,602531,2.87,12.25,37.8,"Salaried","Own","Debt_consolidation",0,1502,"Female","Diploma",0
"1504",23598,20.25,336739,1.43,623349,6.03,29.03,36.6,"Salaried","Rent","Vehicle",1,1503,"Female","Diploma",2
"1505",23600,24.25,4080,0.21,1733,16.42,59.55,43.5,"Unemployed","Rent","Home_improvement",1,1504,"Female","Degree",0
"1506",23603,22.75,1685867,2.02,1040339,6.26,31.82,28.5,"Self-employed","Rent","Other",1,1505,"Female","Postgrad",0
"1507",23643,17.75,304545,1.36,704386,7.54,30.15,37,"Salaried","Mortgage","Vehicle",0,1506,"Female","Grade 12",0
"1508",23670,16.75,460973,1.59,1275732,12.89,54.79,39.2,"Salaried","Mortgage","Home_improvement",0,1507,"Male","Degree",0
"1509",23673,23.25,1090046,1.9,3865991,5.2,21.31,30.5,"Self-employed","Mortgage","Debt_consolidation",0,1508,"Female","No records",0
"1510",23688,21.25,1461494,2.33,4346350,35.95,122.18,61.3,"Self-employed","Mortgage","Vehicle",1,1509,"Female","No records",0
"1511",23699,18.75,237916,1.78,307230,35.35,119.64,59.2,"Salaried","Rent","Vehicle",1,1510,"Female","No records",2
"1512",23704,20.25,1064342,1.36,875756,4.39,20.58,26.8,"Self-employed","Mortgage","Home_improvement",1,1511,"Male","Diploma",1
"1513",23718,19.75,2137339,1.43,6915993,14.51,57.03,43.4,"Self-employed","Mortgage","Vehicle",1,1512,"Male","No records",0
"1514",23739,19.25,602148,1.88,1651777,21.29,76.03,45.6,"Salaried","Own","Debt_consolidation",1,1513,"Female","No records",1
"1515",23748,19.25,158748,2.02,509168,30.1,101.71,64.6,"Salaried","Mortgage","Vehicle",1,1514,"Male","Degree",0
"1516",23814,17.75,129117,1.48,483281,7.26,28.53,38.3,"Salaried","Mortgage","Vehicle",0,1515,"Male","No records",0
"1517",23817,18.75,259617,1.4,719670,12.87,47.29,42.4,"Salaried","Rent","Vehicle",0,1516,"Male","Diploma",0
"1518",23821,20.25,3036218,1.93,1071173,5.96,29.39,37.9,"Self-employed","Own","Debt_consolidation",1,1517,"Female","No records",0
"1519",23827,35,3369,0.46,8115,0.63,12.25,24.3,"Unemployed","Rent","Debt_consolidation",0,1518,"Female","Grade 12",1
"1520",23832,20.75,924962,1.31,3454036,3,22.64,29.8,"Salaried","Own","Debt_consolidation",1,1519,"Female","Grade 12",0
"1521",23839,23.75,2100905,1.75,2309790,9.8,43.26,33.3,"Self-employed","Rent","Other",1,1520,"Male","Diploma",1
"1522",23845,26.75,539615,1.22,1985740,3.95,19.48,37.9,"Contract","Rent","Other",0,1521,"Male","Grade 12",0
"1523",23848,23.75,3279180,1.61,2966458,27.91,92.24,55.9,"Self-employed","Rent","Other",0,1522,"Male","No records",0
"1524",23849,20.25,363175,1.67,300444,28.65,98.62,61.8,"Salaried","Rent","Vehicle",1,1523,"Female","Grade 12",0
"1525",23855,17.75,475496,1.19,1756373,22.96,84.89,47.9,"Salaried","Mortgage","Vehicle",0,1524,"Male","Grade 12",0
"1526",23872,25.25,1141008,2.23,2456210,7.54,34.96,33,"Contract","Rent","Other",0,1525,"Female","Grade 12",2
"1527",23880,17.75,192762,1.38,184734,9.19,36.84,39.3,"Salaried","Mortgage","Vehicle",0,1526,"Female","Grade 12",1
"1528",23904,16.75,237936,1.2,673761,14.6,50.2,49.4,"Salaried","Mortgage","Home_improvement",1,1527,"Female","Postgrad",3
"1529",23908,35,2190,0.51,6719,23.58,79.21,52.1,"Unemployed","Rent","Debt_consolidation",1,1528,"Male","Diploma",2
"1530",23921,18.25,321424,1.43,962827,32.51,108.69,62.4,"Salaried","Mortgage","Home_improvement",1,1529,"Male","Diploma",0
