ID,Gender,Education,Offences
13705,Male,Degree,2
13708,Male,Postgrad,0
13712,Female,Diploma,0
13724,Female,Grade 12,2
13732,Male,Degree,2
13735,Male,Diploma,0
13770,Male,Diploma,0
13774,Male,Grade 12,0
13798,Male,Degree,2
13820,Male,No records,1
13828,Female,Grade 12,0
13833,Male,Degree,0
13854,Female,Grade 12,0
13859,Male,Diploma,0
13870,Female,Diploma,0
13901,Female,No records,0
13908,Female,Grade 12,0
13910,Female,Grade 12,0
13922,Female,Grade 12,3
13924,Male,Degree,2
13930,Female,Grade 12,2
13947,Male,Diploma,0
13950,Male,Degree,0
13963,Male,Diploma,0
13976,Male,Grade 12,0
13982,Male,Diploma,0
13983,Male,Diploma,1
13987,Male,No records,1
13997,Male,Grade 12,0
14006,Male,No records,0
14022,Female,Diploma,0
14024,Female,No records,0
14026,Male,Diploma,0
14034,Male,No records,0
14036,Male,Diploma,2
14037,Female,Degree,0
14041,Female,Diploma,1
14054,Male,No records,0
14066,Female,Grade 12,1
14078,Male,Diploma,0
14081,Female,Diploma,1
14086,Male,Grade 12,0
14090,Female,Diploma,2
14105,Male,Diploma,1
14110,Male,No records,4
14118,Male,Grade 12,0
14123,Female,Degree,0
14124,Female,Degree,3
14130,Male,Diploma,2
14137,Female,Grade 12,1
14140,Female,No records,2
14145,Female,Grade 12,2
14152,Female,Grade 12,0
14165,Female,Degree,0
14199,Female,Diploma,0
14211,Male,Grade 12,2
14222,Female,Grade 12,0
14232,Female,No records,0
14234,Female,Postgrad,0
14239,Male,Grade 12,0
14242,Female,Diploma,0
14248,Female,Grade 12,0
14263,Male,No records,0
14265,Female,No records,0
14271,Female,No records,0
14278,Male,No records,0
14282,Female,Grade 12,2
14289,Male,Diploma,0
14312,Male,No records,1
14318,Female,Grade 12,0
14321,Female,Grade 12,0
14322,Male,No records,0
14338,Female,No records,0
14363,Male,Degree,0
14377,Male,Grade 12,3
14383,Male,Diploma,1
14401,Female,Grade 12,0
14404,Female,No records,0
14428,Male,No records,0
14438,Male,Degree,0
14453,Male,No records,1
14456,Male,Diploma,1
14473,Female,Diploma,1
14483,Male,Diploma,1
14485,Female,Grade 12,0
14493,Female,Grade 12,3
14497,Female,Diploma,1
14498,Female,Grade 12,2
14509,Male,Diploma,0
14521,Female,Diploma,0
14527,Female,Degree,0
14537,Male,Grade 12,0
14562,Female,Grade 12,0
14571,Female,Diploma,0
14585,Male,Diploma,0
14590,Female,Degree,1
14603,Male,Postgrad,0
14608,Female,No records,1
14615,Female,Grade 12,2
14617,Female,Degree,1
14624,Female,No records,2
14639,Male,Diploma,1
14645,Male,No records,1
14647,Male,Grade 12,0
14651,Female,Grade 12,0
14652,Female,Grade 12,0
14667,Female,Grade 12,2
14673,Female,Grade 12,0
14674,Male,Grade 12,0
14685,Male,Degree,1
14718,Male,Grade 12,2
14725,Male,No records,2
14735,Female,Diploma,1
14752,Male,Postgrad,0
14761,Female,Degree,0
14767,Male,Diploma,1
14787,Female,Diploma,0
14809,Male,No records,1
14818,Female,Degree,0
14821,Female,Diploma,0
14829,Female,Grade 12,0
14830,Male,Grade 12,0
14832,Female,No records,3
14843,Female,No records,0
14863,Female,Diploma,2
14870,Female,Grade 12,0
14872,Male,No records,0
14876,Female,Degree,0
14877,Male,Diploma,0
14927,Female,No records,2
14930,Male,No records,2
14932,Male,Diploma,1
14948,Male,Diploma,0
14966,Male,Grade 12,0
14974,Female,Degree,1
14986,Female,Grade 12,0
14987,Female,No records,0
14989,Male,Grade 12,0
15011,Male,Diploma,2
15017,Female,No records,0
15023,Female,Diploma,1
15043,Female,Diploma,0
15048,Female,Grade 12,0
15060,Male,Grade 12,0
15062,Male,Grade 12,2
15065,Male,Degree,0
15071,Female,Diploma,2
15086,Female,Postgrad,0
15095,Female,Degree,1
15096,Male,Diploma,0
15099,Male,No records,2
15105,Female,Diploma,1
15111,Female,Grade 12,0
15112,Male,Degree,0
15115,Female,Grade 12,0
15120,Male,Degree,0
15127,Female,Postgrad,0
15135,Female,Diploma,2
15147,Female,Grade 12,2
15155,Male,Diploma,0
15156,Female,Diploma,0
15162,Female,Diploma,0
15178,Female,No records,0
15203,Female,Diploma,2
15205,Male,Grade 12,0
15215,Female,No records,1
15220,Female,Grade 12,0
15226,Male,Grade 12,0
15230,Female,Grade 12,0
15233,Female,Diploma,0
15234,Female,Postgrad,4
15242,Female,Grade 12,0
15253,Female,Diploma,0
15265,Male,Diploma,2
15272,Female,Diploma,1
15296,Male,Grade 12,0
15298,Female,Diploma,1
15309,Male,No records,3
15314,Male,Grade 12,0
15326,Female,Diploma,0
15332,Male,No records,1
15341,Female,Grade 12,0
15352,Female,No records,2
15358,Male,Grade 12,2
15365,Male,Diploma,0
15370,Female,Diploma,0
15378,Male,Diploma,0
15394,Male,Grade 12,0
15395,Female,Grade 12,0
15398,Male,Degree,0
15400,Male,No records,0
15408,Female,Diploma,1
15410,Female,Grade 12,0
15437,Male,No records,2
15456,Male,Diploma,0
15457,Female,Grade 12,0
15490,Male,No records,2
15491,Female,Grade 12,0
15492,Male,Postgrad,1
15493,Female,Grade 12,1
15498,Male,Grade 12,2
15509,Male,Degree,1
15510,Female,Grade 12,0
15511,Female,Diploma,0
15512,Female,Diploma,1
15525,Female,Degree,1
15563,Female,Diploma,0
15565,Male,No records,0
15589,Male,No records,1
15595,Male,Diploma,0
15597,Male,Diploma,3
15609,Female,Grade 12,1
15611,Male,Grade 12,0
15619,Female,Degree,1
15624,Male,Postgrad,0
15626,Male,No records,0
15636,Female,Diploma,0
15647,Male,Diploma,1
15653,Female,Degree,1
15660,Female,Diploma,1
15665,Female,No records,3
15667,Male,Grade 12,1
15686,Female,Grade 12,0
15703,Female,Postgrad,0
15711,Female,Postgrad,2
15713,Female,No records,2
15716,Female,Grade 12,0
15736,Female,Degree,0
15739,Female,Grade 12,0
15752,Male,Grade 12,0
15776,Male,Degree,2
15778,Male,Grade 12,2
15783,Male,Grade 12,2
15791,Male,Postgrad,1
15793,Male,No records,2
15800,Female,Diploma,0
15801,Male,Diploma,3
15802,Female,Grade 12,0
15803,Male,No records,0
15804,Male,Diploma,2
15808,Male,No records,0
15817,Female,Grade 12,0
15820,Female,Grade 12,0
15823,Female,Degree,0
15834,Female,Grade 12,1
15840,Female,No records,0
15851,Male,No records,0
15865,Female,Postgrad,3
15871,Female,Degree,0
15874,Male,Grade 12,0
15894,Male,Grade 12,0
15896,Female,Diploma,0
15899,Male,Grade 12,0
15917,Female,No records,0
15923,Male,Grade 12,1
15925,Male,Postgrad,2
15933,Male,Diploma,0
15946,Male,Grade 12,0
15950,Female,Diploma,2
15952,Female,Diploma,2
15954,Female,Postgrad,0
15965,Female,Grade 12,0
15969,Male,No records,0
15979,Female,Grade 12,0
15980,Male,Diploma,2
16008,Male,Grade 12,0
16011,Female,Grade 12,0
16014,Male,Grade 12,1
16018,Male,Grade 12,1
16020,Male,Grade 12,0
16034,Male,Grade 12,0
16054,Male,Diploma,2
16093,Female,Grade 12,0
16097,Female,Diploma,0
16100,Female,Diploma,0
16112,Male,No records,0
16134,Male,Grade 12,0
16143,Male,Degree,1
16157,Female,Grade 12,0
16167,Female,Grade 12,0
16183,Female,Degree,2
16197,Female,Grade 12,0
16198,Male,Diploma,0
16219,Female,Grade 12,0
16222,Male,No records,0
16225,Male,Diploma,2
16231,Male,Grade 12,0
16232,Female,Degree,0
16240,Male,Degree,1
16242,Female,No records,0
16263,Female,Diploma,0
16274,Male,Diploma,0
16281,Female,No records,1
16286,Male,Diploma,1
16299,Female,Diploma,0
16365,Male,Diploma,0
16368,Male,No records,0
16382,Female,Degree,2
16389,Female,Grade 12,0
16404,Female,Degree,1
16407,Female,Degree,0
16411,Female,No records,1
16424,Female,Grade 12,0
16427,Female,Degree,0
16441,Female,Postgrad,0
16447,Male,Diploma,0
16448,Male,Diploma,0
16453,Male,Degree,0
16455,Female,Diploma,3
16461,Male,Grade 12,2
16467,Male,Grade 12,2
16474,Male,No records,1
16483,Female,No records,2
16485,Female,Grade 12,0
16490,Male,Diploma,1
16492,Female,No records,1
16501,Male,No records,0
16519,Female,Grade 12,1
16545,Male,No records,1
16547,Female,Diploma,0
16559,Female,Grade 12,0
16564,Female,Diploma,0
16593,Male,No records,0
16604,Male,No records,0
16627,Female,Grade 12,1
16632,Female,Grade 12,0
16637,Female,Diploma,0
16642,Female,Grade 12,1
16653,Female,Degree,4
16698,Male,Diploma,0
16699,Male,Grade 12,0
16710,Female,Grade 12,2
16749,Male,Grade 12,0
16756,Female,No records,0
16763,Male,Grade 12,0
16765,Male,No records,0
16771,Male,Grade 12,0
16793,Male,Grade 12,0
16799,Male,Diploma,1
16820,Female,Diploma,0
16829,Female,Degree,1
16835,Male,Degree,0
16853,Female,Grade 12,2
16865,Male,Grade 12,3
16866,Male,Grade 12,0
16877,Male,Grade 12,1
16909,Female,Grade 12,0
16917,Male,Degree,0
16921,Male,Diploma,4
16923,Male,Grade 12,2
16925,Male,Diploma,1
16926,Female,Grade 12,0
16942,Male,Diploma,0
16949,Female,Grade 12,1
16955,Female,Diploma,0
16965,Female,Grade 12,0
16967,Male,Postgrad,0
16970,Male,Diploma,2
16971,Male,Grade 12,0
16975,Female,Diploma,2
16997,Female,Grade 12,2
17007,Male,Grade 12,0
17012,Female,Grade 12,0
17019,Male,Diploma,2
17038,Female,Diploma,0
17044,Male,No records,2
17045,Female,Grade 12,0
17054,Female,Diploma,2
17067,Female,Degree,3
17069,Female,Grade 12,2
17071,Female,Diploma,1
17074,Female,Grade 12,0
17082,Female,Diploma,0
17085,Female,No records,1
17124,Male,Grade 12,0
17133,Male,Degree,3
17136,Female,Diploma,0
17141,Male,Diploma,2
17153,Male,Diploma,0
17154,Female,Grade 12,0
17156,Male,Grade 12,0
17184,Male,Grade 12,0
17188,Female,Grade 12,2
17193,Female,Grade 12,0
17224,Male,Grade 12,1
17230,Male,Grade 12,2
17265,Male,No records,2
17270,Male,Degree,3
17276,Male,No records,0
17280,Male,Diploma,1
17295,Female,No records,0
17303,Female,No records,1
17311,Female,Degree,0
17320,Female,Diploma,2
17344,Male,Diploma,1
17356,Female,Grade 12,0
17357,Male,Degree,0
17364,Female,No records,1
17369,Male,Diploma,3
17370,Male,Grade 12,2
17380,Male,Degree,0
17382,Female,No records,1
17390,Female,Grade 12,0
17391,Female,Grade 12,0
17403,Male,Grade 12,2
17416,Male,No records,0
17429,Female,Degree,0
17438,Female,Degree,1
17441,Male,Postgrad,1
17451,Male,Grade 12,0
17463,Male,Diploma,2
17466,Male,Grade 12,0
17471,Male,Diploma,0
17473,Male,Degree,2
17474,Male,No records,3
17480,Male,Postgrad,4
17482,Male,Diploma,0
17483,Male,Grade 12,0
17484,Female,Diploma,2
17490,Male,Grade 12,0
17505,Female,Diploma,1
17513,Male,No records,1
17543,Female,Degree,0
17558,Female,Degree,0
17564,Male,Grade 12,2
17588,Female,Grade 12,1
17593,Female,Grade 12,0
17595,Male,Diploma,0
17602,Male,No records,0
17614,Female,Grade 12,0
17617,Female,Grade 12,0
17622,Male,No records,0
17625,Female,Degree,1
17636,Male,Diploma,2
17650,Female,Grade 12,0
17654,Female,Degree,0
17663,Female,Grade 12,0
17692,Male,Diploma,0
17701,Male,Diploma,0
17706,Female,Diploma,1
17708,Female,Postgrad,0
17714,Female,Degree,2
17748,Male,Grade 12,2
17753,Male,Grade 12,0
17762,Female,Grade 12,1
17763,Male,No records,2
17768,Female,Diploma,0
17769,Female,Grade 12,2
17780,Female,Degree,1
17801,Female,No records,1
17814,Male,Diploma,2
17831,Female,No records,0
17843,Female,No records,0
17849,Male,Diploma,2
17866,Male,Degree,0
17884,Female,No records,0
17886,Female,Grade 12,0
17895,Male,No records,0
17898,Male,No records,2
17904,Male,Grade 12,0
17905,Male,Grade 12,0
17910,Male,Diploma,0
17914,Male,Diploma,0
17924,Male,No records,2
17930,Male,Postgrad,2
17940,Male,No records,0
17967,Male,Diploma,2
17983,Female,Diploma,3
17984,Male,No records,1
17998,Male,Grade 12,0
18004,Male,Grade 12,0
18014,Female,Grade 12,1
18031,Female,No records,1
18032,Female,Grade 12,0
18065,Female,Diploma,0
18066,Female,Diploma,0
18079,Female,Diploma,0
18090,Female,No records,1
18095,Female,No records,0
18096,Male,Postgrad,1
18108,Male,Grade 12,2
18111,Female,Grade 12,0
18123,Female,Degree,1
18130,Male,Grade 12,0
18134,Female,Postgrad,2
18139,Male,Postgrad,0
18153,Male,Grade 12,1
18167,Male,Degree,0
18171,Male,No records,0
18176,Male,Diploma,0
18177,Male,Postgrad,1
18194,Female,No records,0
18208,Female,Grade 12,1
18215,Male,No records,2
18222,Male,Diploma,2
18243,Female,Diploma,0
18246,Female,Postgrad,0
18259,Male,Degree,0
18268,Male,Grade 12,1
18271,Male,Diploma,3
18277,Female,Degree,0
18278,Male,No records,1
18279,Male,No records,0
18283,Female,Degree,1
18288,Female,Diploma,0
18289,Female,Grade 12,1
18297,Male,No records,0
18303,Male,Grade 12,0
18328,Female,Diploma,0
18343,Female,Degree,1
18360,Female,No records,0
18372,Male,Degree,2
18382,Male,Grade 12,3
18390,Female,No records,2
18391,Female,Grade 12,1
18394,Male,Diploma,0
18430,Male,No records,0
18433,Male,No records,0
18437,Female,Degree,0
18444,Female,Grade 12,0
18446,Male,Diploma,2
18449,Male,Grade 12,1
18451,Female,Grade 12,1
18463,Male,Grade 12,1
18470,Male,Grade 12,0
18471,Female,Postgrad,0
18482,Male,Grade 12,0
18503,Female,Grade 12,3
18508,Male,Grade 12,0
18510,Male,Grade 12,2
18526,Female,Degree,0
18528,Female,Grade 12,0
18544,Male,Grade 12,3
18545,Female,Grade 12,0
18550,Female,No records,2
18571,Female,Diploma,0
18587,Female,Diploma,1
18597,Female,Degree,2
18606,Female,Grade 12,0
18615,Female,Diploma,0
18629,Male,Diploma,2
18652,Male,Postgrad,1
18654,Female,Diploma,1
18676,Male,Grade 12,0
18679,Female,Degree,0
18683,Female,Diploma,0
18697,Male,Postgrad,0
18698,Male,Diploma,0
18705,Female,Postgrad,2
18713,Male,Degree,0
18725,Female,Degree,0
18746,Female,Diploma,1
18747,Male,Degree,0
18754,Male,Grade 12,1
18755,Male,Degree,0
18759,Female,No records,0
18773,Male,Grade 12,0
18794,Female,Diploma,0
18799,Female,Diploma,2
18833,Female,Diploma,0
18852,Male,Grade 12,0
18866,Male,Grade 12,2
18883,Male,Grade 12,0
18891,Male,No records,2
18907,Male,Grade 12,0
18909,Male,Postgrad,1
18916,Male,Grade 12,0
18942,Female,Diploma,0
18949,Female,Degree,0
18955,Female,Degree,0
18959,Male,No records,0
18966,Male,Degree,0
18976,Male,No records,0
18977,Male,Degree,1
18992,Female,Diploma,2
18995,Male,Grade 12,0
18997,Female,Degree,0
19004,Female,Grade 12,0
19006,Male,Degree,0
19008,Male,Degree,0
19012,Female,Grade 12,0
19015,Male,Diploma,0
19025,Female,Grade 12,1
19026,Male,Diploma,0
19033,Female,Grade 12,0
19037,Female,Diploma,0
19053,Female,Grade 12,0
19055,Male,Diploma,0
19066,Female,Diploma,0
19075,Male,Grade 12,2
19076,Male,Degree,2
19091,Female,Diploma,0
19112,Female,No records,0
19113,Female,Diploma,0
19116,Male,No records,0
19117,Female,No records,0
19123,Male,No records,0
19140,Female,Grade 12,0
19159,Male,Diploma,2
19182,Male,Grade 12,1
19197,Female,Grade 12,1
19207,Female,Diploma,0
19210,Female,Grade 12,0
19211,Female,Diploma,0
19223,Male,Grade 12,2
19228,Female,Diploma,0
19233,Female,Grade 12,0
19244,Male,Degree,0
19260,Female,Grade 12,1
19266,Male,Diploma,2
19279,Male,Degree,0
19295,Female,Diploma,1
19296,Female,Grade 12,0
19313,Male,Grade 12,1
19349,Male,No records,1
19355,Female,Grade 12,0
19364,Female,Postgrad,4
19369,Male,Degree,1
19381,Female,Diploma,0
19386,Male,Postgrad,2
19404,Male,Diploma,0
19413,Male,Degree,0
19416,Female,No records,2
19420,Female,Grade 12,0
19426,Male,Diploma,0
19429,Male,Degree,2
19445,Female,Grade 12,0
19449,Male,Grade 12,0
19451,Female,Grade 12,0
19458,Female,Grade 12,1
19466,Female,Diploma,1
19468,Male,No records,0
19473,Male,Grade 12,0
19478,Male,Postgrad,1
19484,Female,No records,0
19489,Female,Diploma,2
19502,Female,No records,1
19510,Male,Degree,2
19511,Female,Degree,2
19519,Female,Diploma,2
19534,Male,No records,2
19551,Male,Diploma,0
19569,Male,Degree,1
19581,Male,No records,2
19587,Male,Diploma,0
19595,Male,Degree,1
19611,Male,No records,1
19613,Female,Grade 12,1
19629,Female,Diploma,0
19635,Female,Diploma,2
19643,Female,Diploma,0
19645,Female,No records,0
19669,Male,Diploma,2
19671,Male,Diploma,1
19676,Female,Grade 12,0
19687,Female,Grade 12,1
19696,Female,Grade 12,2
19725,Male,Diploma,2
19743,Female,Diploma,0
19751,Male,No records,0
19752,Female,Grade 12,0
19753,Female,Diploma,0
19778,Female,Diploma,0
19791,Female,Diploma,0
19793,Female,No records,2
19815,Male,Grade 12,0
19816,Male,Grade 12,0
19819,Male,Grade 12,2
19821,Female,Diploma,0
19825,Female,Grade 12,0
19828,Female,Grade 12,0
19834,Male,No records,2
19841,Male,Degree,2
19853,Male,Grade 12,2
19854,Female,Diploma,2
19865,Male,Grade 12,3
19869,Female,Degree,0
19874,Male,Degree,0
19877,Male,Diploma,2
19879,Female,Diploma,0
19895,Female,Postgrad,0
19912,Male,Postgrad,1
19914,Male,No records,0
19934,Female,Grade 12,0
19941,Female,Diploma,0
19954,Male,Degree,0
19958,Male,Degree,2
19959,Male,Diploma,0
19968,Female,No records,0
19970,Male,Grade 12,0
19980,Male,Grade 12,0
19985,Male,Diploma,1
19989,Male,No records,0
19995,Female,Diploma,1
19996,Male,No records,0
20002,Female,Diploma,1
20029,Male,No records,1
20033,Female,Diploma,0
20052,Male,Diploma,1
20061,Female,Degree,0
20079,Female,Diploma,3
20083,Male,No records,2
20095,Female,Degree,0
20102,Female,Grade 12,0
20107,Male,Degree,3
20119,Male,Grade 12,0
20121,Male,No records,2
20130,Male,Grade 12,1
20144,Female,Grade 12,1
20159,Female,No records,3
20175,Male,No records,1
20176,Male,Diploma,2
20179,Male,Diploma,0
20186,Male,No records,2
20188,Female,Degree,0
20205,Male,Diploma,0
20208,Female,Grade 12,0
20214,Female,Grade 12,2
20218,Female,Grade 12,0
20221,Male,Diploma,0
20222,Female,No records,0
20228,Female,Degree,2
20237,Female,Grade 12,2
20242,Female,Grade 12,0
20245,Male,Postgrad,0
20295,Female,No records,0
20296,Male,Grade 12,1
20297,Male,Diploma,1
20309,Female,No records,0
20311,Female,Grade 12,0
20312,Male,Grade 12,4
20340,Male,Grade 12,0
20343,Male,Postgrad,0
20364,Male,Grade 12,0
20376,Male,No records,0
20378,Male,Degree,1
20391,Male,Grade 12,2
20398,Female,Grade 12,1
20401,Female,No records,2
20404,Male,Grade 12,0
20410,Male,Grade 12,1
20413,Female,No records,2
20417,Male,Grade 12,2
20426,Male,No records,0
20446,Male,Grade 12,0
20454,Female,Grade 12,2
20456,Male,Grade 12,2
20458,Female,Grade 12,0
20460,Female,Degree,0
20474,Female,No records,0
20477,Female,No records,0
20489,Female,Grade 12,0
20490,Female,Diploma,3
20499,Female,No records,0
20500,Male,Diploma,2
20501,Female,Diploma,1
20514,Male,Degree,1
20515,Male,Diploma,0
20518,Female,Grade 12,0
20519,Female,Diploma,2
20521,Male,No records,2
20534,Female,No records,0
20535,Male,Grade 12,0
20539,Male,Postgrad,0
20541,Female,No records,2
20548,Female,No records,0
20552,Male,Degree,3
20554,Female,Postgrad,1
20560,Male,Grade 12,0
20561,Female,Degree,2
20562,Male,No records,1
20564,Male,Diploma,0
20569,Female,Grade 12,2
20577,Female,Grade 12,0
20586,Female,No records,2
20598,Female,Diploma,0
20599,Female,No records,0
20606,Female,Degree,0
20624,Female,No records,0
20629,Female,Diploma,0
20640,Female,Degree,1
20644,Female,Diploma,0
20651,Male,Grade 12,1
20669,Male,Grade 12,0
20702,Male,Degree,0
20713,Male,Grade 12,0
20729,Male,Grade 12,0
20731,Male,Grade 12,0
20732,Male,Grade 12,1
20733,Female,Grade 12,2
20742,Female,Postgrad,0
20747,Female,No records,2
20749,Male,No records,0
20761,Male,Grade 12,1
20776,Female,No records,0
20779,Female,Postgrad,0
20793,Male,No records,2
20828,Female,Diploma,0
20835,Male,Diploma,1
20837,Male,No records,0
20844,Male,Degree,0
20849,Female,No records,0
20854,Male,Degree,0
20856,Male,No records,1
20860,Male,Grade 12,0
20863,Female,No records,0
20872,Female,Grade 12,0
20873,Male,Degree,2
20882,Male,Grade 12,0
20886,Male,Grade 12,2
20903,Female,No records,1
20908,Male,Postgrad,0
20911,Male,Grade 12,2
20925,Male,Diploma,0
20932,Male,Diploma,0
20974,Male,Grade 12,2
20978,Female,Grade 12,1
20979,Male,Degree,0
20984,Female,Diploma,0
20986,Male,Diploma,1
20995,Male,Grade 12,1
20999,Female,Grade 12,0
21001,Female,Degree,0
21006,Female,Grade 12,0
21012,Female,Diploma,4
21014,Female,Diploma,1
21020,Female,Diploma,0
21021,Female,Degree,0
21025,Male,Degree,0
21035,Male,Grade 12,0
21037,Female,Grade 12,1
21043,Female,Grade 12,1
21046,Male,Grade 12,0
21072,Female,Degree,0
21073,Female,Grade 12,0
21084,Male,Grade 12,0
21093,Male,Grade 12,1
21135,Female,Grade 12,0
21150,Female,No records,0
21180,Female,Diploma,1
21196,Female,Diploma,2
21198,Female,Grade 12,0
21211,Female,Grade 12,0
21216,Male,Grade 12,0
21244,Male,Diploma,1
21249,Female,Grade 12,0
21282,Female,No records,0
21290,Female,Degree,1
21292,Male,Grade 12,0
21313,Female,Grade 12,0
21317,Male,Degree,1
21321,Male,No records,0
21334,Male,No records,0
21340,Male,Degree,0
21345,Female,Degree,1
21348,Male,Grade 12,0
21363,Male,Diploma,2
21364,Female,Diploma,1
21371,Male,No records,0
21398,Male,Degree,0
21403,Male,Grade 12,2
21408,Male,Grade 12,0
21413,Male,Diploma,0
21423,Male,Degree,0
21427,Male,Grade 12,0
21429,Female,No records,1
21461,Female,Degree,0
21465,Male,Grade 12,2
21485,Male,Grade 12,2
21511,Male,Grade 12,0
21514,Male,No records,0
21518,Male,Grade 12,2
21526,Male,Grade 12,1
21529,Female,Diploma,0
21530,Male,Grade 12,0
21545,Male,Diploma,0
21552,Male,Degree,0
21553,Female,Grade 12,0
21559,Female,Diploma,0
21582,Female,Postgrad,1
21592,Male,No records,0
21594,Female,Diploma,2
21599,Female,Diploma,0
21617,Male,Grade 12,1
21631,Male,No records,0
21640,Female,Grade 12,0
21654,Female,Degree,0
21661,Female,No records,2
21676,Female,Diploma,0
21677,Female,Grade 12,0
21689,Female,Degree,0
21695,Female,Degree,0
21719,Female,Grade 12,1
21732,Male,Grade 12,3
21735,Male,No records,0
21737,Female,No records,2
21748,Male,No records,0
21762,Female,Degree,1
21772,Male,Diploma,0
21780,Male,Grade 12,2
21797,Female,Diploma,0
21800,Female,No records,2
21822,Male,Grade 12,2
21834,Female,Grade 12,0
21841,Male,Grade 12,1
21844,Male,Degree,2
21858,Female,Degree,1
21870,Female,No records,2
21871,Female,Diploma,1
21885,Female,No records,3
21895,Female,Degree,0
21897,Female,No records,2
21900,Male,Grade 12,1
21902,Male,Grade 12,2
21906,Female,Grade 12,0
21919,Male,No records,0
21923,Male,Degree,0
21930,Female,Postgrad,2
21942,Male,Diploma,2
21967,Male,Diploma,0
21969,Female,Degree,0
21977,Male,Degree,0
21988,Male,Grade 12,1
21993,Female,Grade 12,1
21997,Female,No records,1
21999,Male,Grade 12,2
22007,Female,Diploma,1
22009,Female,Grade 12,1
22015,Female,Postgrad,0
22016,Male,Grade 12,0
22023,Female,Degree,1
22025,Female,Grade 12,1
22046,Female,No records,1
22061,Female,Grade 12,0
22065,Male,Grade 12,0
22075,Male,Diploma,0
22095,Male,Degree,0
22104,Male,Grade 12,0
22107,Male,No records,0
22110,Female,Degree,2
22117,Female,Grade 12,1
22118,Male,Diploma,1
22121,Male,Degree,0
22125,Female,Grade 12,0
22134,Female,Degree,0
22145,Male,Diploma,1
22160,Male,Diploma,0
22193,Female,Degree,1
22195,Female,Postgrad,0
22199,Male,No records,0
22200,Male,Degree,2
22216,Male,No records,0
22218,Male,Grade 12,0
22231,Male,Grade 12,0
22238,Female,Degree,1
22254,Female,Diploma,0
22267,Male,No records,0
22269,Male,Grade 12,1
22285,Female,Diploma,1
22295,Male,Degree,0
22297,Male,Grade 12,0
22307,Male,Degree,1
22310,Male,Grade 12,2
22350,Male,No records,0
22356,Female,Diploma,0
22362,Female,No records,0
22363,Male,No records,1
22366,Male,Grade 12,1
22382,Male,No records,1
22390,Female,Grade 12,2
22393,Female,Diploma,1
22399,Female,Degree,1
22408,Male,Degree,0
22423,Male,Grade 12,2
22429,Female,Diploma,1
22438,Male,Diploma,0
22440,Female,Grade 12,0
22450,Male,Grade 12,0
22457,Male,Grade 12,0
22468,Male,Diploma,2
22473,Female,Diploma,2
22486,Female,No records,1
22492,Male,Grade 12,0
22502,Male,No records,1
22511,Male,Grade 12,0
22513,Female,Postgrad,0
22519,Male,No records,0
22536,Female,Degree,2
22553,Female,No records,0
22554,Female,Diploma,0
22563,Male,Grade 12,0
22573,Female,Grade 12,1
22585,Female,No records,2
22590,Male,Diploma,0
22612,Male,Diploma,0
22618,Male,No records,0
22621,Male,Diploma,0
22635,Female,Diploma,0
22637,Male,No records,1
22640,Male,Degree,0
22641,Male,No records,0
22648,Male,No records,0
22650,Male,Grade 12,2
22654,Female,Diploma,0
22661,Female,Grade 12,3
22679,Male,Grade 12,0
22680,Female,No records,0
22687,Female,Grade 12,4
22696,Male,Grade 12,0
22705,Male,Grade 12,0
22720,Male,Grade 12,1
22724,Male,Degree,2
22727,Female,Degree,1
22729,Male,Degree,0
22730,Female,Diploma,0
22732,Male,No records,0
22734,Male,Grade 12,4
22765,Female,Grade 12,1
22774,Female,Grade 12,0
22775,Female,No records,0
22808,Female,No records,0
22812,Male,Grade 12,0
22838,Female,Grade 12,0
22839,Female,Degree,0
22847,Female,Diploma,0
22865,Female,Degree,4
22875,Male,Degree,0
22878,Female,Diploma,0
22888,Female,Diploma,0
22892,Male,Grade 12,1
22896,Female,Degree,2
22899,Male,Postgrad,2
22913,Male,Grade 12,2
22934,Male,No records,0
22942,Male,Grade 12,0
22956,Male,No records,2
22970,Female,No records,0
22987,Male,Diploma,0
22996,Female,Degree,3
23024,Female,No records,0
23027,Male,Grade 12,2
23040,Male,No records,0
23041,Female,Diploma,0
23044,Female,No records,0
23060,Male,Degree,3
23076,Male,Diploma,0
23077,Male,Grade 12,0
23090,Male,Grade 12,2
23093,Male,Grade 12,0
23112,Female,Grade 12,3
23116,Male,Grade 12,0
23159,Male,No records,0
23169,Male,Diploma,0
23177,Male,Grade 12,2
23192,Female,Grade 12,0
23201,Female,Degree,0
23205,Female,No records,0
23209,Male,Grade 12,0
23210,Female,No records,1
23213,Male,Grade 12,0
23218,Male,Degree,0
23219,Male,Diploma,0
23221,Male,Degree,1
23224,Male,No records,0
23234,Female,Degree,0
23245,Female,No records,1
23288,Male,Degree,0
23291,Male,No records,0
23294,Female,Diploma,0
23299,Male,Diploma,2
23314,Female,Degree,2
23324,Female,Diploma,0
23328,Female,Grade 12,0
23332,Male,Diploma,1
23350,Male,No records,0
23351,Female,Postgrad,0
23352,Male,Postgrad,2
23356,Female,Diploma,1
23365,Male,Postgrad,0
23373,Female,Grade 12,0
23388,Male,No records,1
23402,Male,Diploma,0
23407,Female,No records,2
23413,Female,Grade 12,0
23419,Female,Grade 12,0
23426,Female,Grade 12,1
23434,Female,Grade 12,1
23437,Male,No records,2
23439,Female,Diploma,0
