,ID,Gender,Education,Offences
1758,25847,Male,Degree,1
1759,25853,Female,Postgrad,1
1760,25854,Male,Degree,0
1761,25860,Male,No records,2
1762,25861,Female,Diploma,0
1763,25872,Female,No records,0
1764,25873,Female,Diploma,0
1765,25896,Female,Diploma,2
1766,25905,Male,Grade 12,3
1767,25909,Female,No records,1
1768,25916,Male,No records,2
1769,25917,Male,Grade 12,2
1770,25935,Female,Degree,0
1771,25940,Male,Grade 12,1
1772,25955,Male,Grade 12,3
1773,25970,Female,Degree,0
1774,25981,Female,Degree,0
1775,25985,Female,Grade 12,2
1776,25992,Female,Grade 12,1
1777,25996,Male,Diploma,0
1778,25999,Male,No records,1
1779,26006,Male,Degree,1
1780,26007,Male,Grade 12,2
1781,26018,Female,Grade 12,0
1782,26019,Male,Diploma,1
1783,26021,Male,No records,3
1784,26022,Male,Degree,0
1785,26043,Female,Grade 12,0
1786,26052,Female,Diploma,0
1787,26064,Male,Grade 12,0
1788,26086,Female,Grade 12,0
1789,26094,Male,Grade 12,1
1790,26096,Male,Degree,2
1791,26100,Female,Degree,1
1792,26109,Female,Grade 12,0
1793,26132,Male,Degree,0
1794,26135,Male,Grade 12,0
1795,26149,Male,Degree,2
1796,26151,Female,Grade 12,2
1797,26161,Female,No records,0
1798,26162,Male,Grade 12,1
1799,26166,Female,Grade 12,1
1800,26167,Female,Diploma,1
1801,26168,Female,No records,0
1802,26181,Female,No records,0
1803,26187,Male,Postgrad,0
1804,26191,Female,Diploma,1
1805,26229,Male,Diploma,0
1806,26241,Female,No records,4
1807,26250,Male,Grade 12,0
1808,26256,Female,No records,0
1809,26259,Male,Degree,0
1810,26274,Male,Grade 12,0
1811,26278,Female,No records,1
1812,26287,Male,No records,2
1813,26288,Female,Grade 12,1
1814,26292,Male,Grade 12,0
1815,26308,Female,Grade 12,3
1816,26310,Male,Diploma,1
1817,26323,Female,Diploma,1
1818,26333,Female,Diploma,1
1819,26350,Male,No records,0
1820,26359,Female,Grade 12,0
1821,26360,Female,Grade 12,2
1822,26367,Male,Degree,1
1823,26370,Male,Diploma,0
1824,26375,Male,Diploma,0
1825,26387,Male,No records,0
1826,26404,Male,No records,0
1827,26443,Female,Grade 12,2
1828,26501,Female,Diploma,0
1829,26504,Male,No records,1
1830,26513,Male,Grade 12,0
1831,26521,Male,No records,0
1832,26523,Female,No records,0
1833,26525,Male,No records,1
1834,26529,Male,Grade 12,0
1835,26534,Female,Diploma,0
1836,26561,Female,Degree,0
1837,26567,Female,Grade 12,0
1838,26578,Male,Postgrad,4
1839,26579,Male,Degree,1
1840,26582,Male,No records,0
1841,26584,Female,Diploma,0
1842,26600,Male,No records,2
1843,26607,Female,Postgrad,0
1844,26612,Male,No records,0
1845,26613,Male,Grade 12,0
1846,26624,Female,Degree,0
1847,26631,Female,Diploma,3
1848,26632,Female,Grade 12,0
1849,26641,Male,Degree,1
1850,26643,Female,Grade 12,1
1851,26650,Female,Degree,0
1852,26651,Female,Diploma,0
1853,26656,Female,Grade 12,0
1854,26672,Male,Diploma,0
1855,26687,Female,Diploma,0
1856,26703,Female,Grade 12,0
1857,26708,Male,Grade 12,3
1858,26713,Female,Grade 12,0
1859,26726,Female,No records,1
1860,26727,Female,Grade 12,0
1861,26734,Female,No records,1
1862,26735,Male,Postgrad,2
1863,26742,Male,Grade 12,0
1864,26749,Male,Postgrad,2
1865,26757,Female,Grade 12,0
1866,26775,Male,No records,1
1867,26779,Male,Diploma,0
1868,26781,Female,Grade 12,0
1869,26808,Female,Diploma,2
1870,26828,Male,No records,0
1871,26838,Male,Degree,1
1872,26840,Male,Grade 12,1
1873,26861,Female,Grade 12,0
1874,26867,Female,Diploma,1
1875,26882,Female,No records,0
1876,26886,Male,No records,0
1877,26915,Female,Degree,0
1878,26921,Female,Postgrad,0
1879,26944,Female,No records,0
1880,26949,Female,Diploma,0
1881,26950,Female,Grade 12,0
1882,26951,Female,Grade 12,0
1883,26957,Female,Grade 12,2
1884,26958,Male,No records,2
1885,26974,Male,Degree,1
1886,26977,Male,No records,0
1887,26985,Male,Postgrad,0
1888,26988,Male,Degree,2
1889,26994,Female,Grade 12,3
1890,27009,Male,Degree,0
1891,27018,Male,No records,0
1892,27026,Male,No records,2
1893,27042,Male,Grade 12,0
1894,27050,Male,Grade 12,0
1895,27069,Male,Grade 12,0
1896,27071,Male,Diploma,0
1897,27074,Male,No records,0
1898,27083,Female,Grade 12,2
1899,27089,Male,Grade 12,0
1900,27090,Male,Degree,1
1901,27092,Male,Grade 12,0
1902,27093,Male,No records,0
1903,27100,Male,Degree,0
1904,27104,Male,No records,2
1905,27117,Male,Grade 12,2
1906,27134,Female,Diploma,0
1907,27135,Female,Diploma,3
1908,27145,Male,Grade 12,4
1909,27157,Male,Diploma,0
1910,27168,Female,Grade 12,0
1911,27171,Male,Grade 12,3
1912,27174,Male,Degree,0
1913,27178,Female,No records,0
1914,27184,Male,Diploma,0
1915,27185,Female,Diploma,2
1916,27196,Male,No records,1
1917,27197,Female,Diploma,2
1918,27200,Male,Grade 12,2
1919,27205,Male,No records,0
1920,27209,Female,No records,2
1921,27222,Female,Diploma,0
1922,27227,Male,Grade 12,0
1923,27240,Female,No records,0
1924,27246,Male,Grade 12,0
1925,27253,Female,Grade 12,0
1926,27256,Female,Diploma,1
1927,27268,Male,Diploma,1
1928,27275,Female,Postgrad,0
1929,27287,Male,Diploma,2
1930,27290,Male,Diploma,3
1931,27301,Female,No records,0
1932,27313,Male,Diploma,1
1933,27321,Male,Diploma,1
1934,27353,Female,Degree,2
1935,27356,Male,Diploma,2
1936,27359,Male,Diploma,0
1937,27361,Female,Diploma,3
1938,27370,Female,No records,0
1939,27371,Female,Grade 12,1
1940,27373,Male,Grade 12,0
1941,27397,Male,No records,2
1942,27400,Male,Degree,2
1943,27403,Male,Diploma,2
1944,27413,Female,Grade 12,1
1945,27424,Female,Diploma,1
1946,27429,Female,Diploma,0
1947,27430,Female,Grade 12,0
1948,27440,Female,Degree,0
1949,27444,Female,No records,0
1950,27452,Male,Degree,0
1951,27457,Female,Degree,0
1952,27465,Female,Diploma,0
1953,27473,Female,Diploma,0
1954,27483,Male,Grade 12,0
1955,27492,Female,No records,0
1956,27494,Male,Postgrad,0
1957,27501,Female,Grade 12,0
1958,27517,Male,Grade 12,0
1959,27521,Female,Grade 12,0
1960,27527,Male,No records,2
1961,27539,Male,Grade 12,1
1962,27543,Male,Grade 12,0
1963,27549,Male,Degree,1
1964,27555,Female,Grade 12,0
1965,27562,Male,Diploma,0
1966,27580,Female,Degree,1
1967,27608,Female,Diploma,0
1968,27611,Female,No records,0
1969,27621,Female,Grade 12,0
1970,27627,Male,No records,0
1971,27671,Male,Grade 12,0
1972,27699,Male,Degree,2
1973,27707,Female,No records,1
1974,27730,Male,Grade 12,4
1975,27734,Male,Degree,2
1976,27749,Female,Diploma,0
1977,27756,Male,Diploma,0
1978,27765,Male,No records,0
1979,27767,Female,Grade 12,0
1980,27768,Male,Degree,2
1981,27772,Female,Grade 12,0
1982,27790,Male,Grade 12,1
1983,27806,Female,Grade 12,2
1984,27810,Male,Diploma,1
1985,27814,Female,No records,2
1986,27818,Female,No records,0
1987,27858,Male,Postgrad,0
1988,27865,Female,Postgrad,0
1989,27872,Male,Grade 12,2
1990,27887,Male,Degree,0
1991,27901,Male,Degree,1
1992,27905,Female,Grade 12,0
1993,27923,Female,Diploma,0
1994,27954,Male,Diploma,0
1995,27957,Female,Diploma,2
1996,27963,Female,Diploma,2
1997,27966,Male,Diploma,1
1998,27968,Female,No records,0
1999,27977,Male,Diploma,2
2000,27978,Male,Grade 12,1
2001,27981,Male,Diploma,0
2002,27985,Male,Degree,0
2003,27986,Female,Postgrad,0
2004,27994,Female,Grade 12,1
2005,28010,Male,No records,0
2006,28013,Male,Diploma,0
2007,28024,Male,Degree,2
2008,28029,Female,No records,1
2009,28034,Male,Grade 12,2
2010,28047,Male,Grade 12,1
2011,28052,Male,Grade 12,1
2012,28058,Female,Diploma,1
2013,28065,Female,Grade 12,1
2014,28069,Male,Degree,0
2015,28077,Female,Postgrad,0
2016,28079,Male,Grade 12,0
2017,28086,Female,No records,2
2018,28090,Female,Grade 12,0
2019,28110,Female,No records,1
2020,28137,Female,No records,0
2021,28149,Male,Grade 12,4
2022,28155,Male,Grade 12,0
2023,28162,Male,Diploma,1
2024,28178,Female,Diploma,0
2025,28183,Male,Diploma,0
2026,28195,Female,No records,0
2027,28198,Male,Grade 12,1
2028,28209,Female,No records,1
2029,28210,Female,Degree,0
2030,28220,Male,Degree,1
2031,28242,Female,Grade 12,2
2032,28265,Male,Grade 12,0
2033,28280,Female,Degree,0
2034,28282,Male,Diploma,1
2035,28291,Female,Diploma,0
2036,28310,Male,Grade 12,2
2037,28326,Male,Grade 12,0
2038,28333,Male,Diploma,1
2039,28362,Female,Degree,1
2040,28378,Female,Postgrad,2
2041,28379,Male,Diploma,1
2042,28394,Female,Diploma,2
2043,28403,Male,No records,1
2044,28414,Female,Diploma,1
2045,28456,Female,Degree,0
2046,28472,Female,No records,0
2047,28474,Female,Degree,0
2048,28485,Male,Grade 12,1
2049,28497,Male,No records,2
2050,28512,Male,Degree,1
2051,28514,Male,Diploma,0
2052,28524,Female,Diploma,0
2053,28525,Female,Grade 12,1
2054,28539,Female,Grade 12,0
2055,28541,Female,Degree,0
2056,28546,Female,No records,1
2057,28550,Male,Diploma,0
2058,28570,Female,Diploma,0
2059,28572,Female,Degree,1
2060,28582,Male,Diploma,0
2061,28604,Male,Diploma,1
2062,28631,Male,Diploma,0
2063,28644,Female,Diploma,0
2064,28647,Male,Degree,0
2065,28660,Female,Grade 12,1
2066,28664,Male,Grade 12,0
2067,28665,Female,Diploma,2
2068,28676,Male,Degree,4
2069,28685,Male,Grade 12,0
2070,28686,Male,Diploma,2
2071,28698,Male,Diploma,4
2072,28701,Male,Diploma,0
2073,28706,Female,Grade 12,2
2074,28751,Female,Grade 12,4
2075,28756,Female,Degree,1
2076,28757,Male,Diploma,0
2077,28766,Male,Grade 12,0
2078,28769,Female,Diploma,0
2079,28773,Male,Diploma,0
2080,28790,Female,Degree,2
2081,28791,Male,Diploma,1
2082,28794,Male,Grade 12,2
2083,28807,Male,Diploma,0
2084,28813,Female,Degree,2
2085,28825,Male,Grade 12,0
2086,28827,Female,Diploma,0
2087,28833,Male,Diploma,0
2088,28834,Female,Grade 12,0
2089,28836,Male,Diploma,0
2090,28844,Female,Grade 12,2
2091,28863,Male,Diploma,2
2092,28871,Male,Diploma,0
2093,28914,Female,Degree,1
2094,28938,Female,Postgrad,1
2095,28944,Male,Degree,0
2096,28945,Male,Diploma,1
2097,28951,Male,No records,0
2098,28959,Female,Diploma,0
2099,28960,Male,No records,0
2100,28982,Female,Diploma,0
2101,28983,Female,Diploma,0
2102,28995,Male,Diploma,2
2103,29005,Female,Grade 12,1
2104,29018,Female,Grade 12,1
2105,29020,Female,No records,1
2106,29025,Male,Degree,2
2107,29039,Female,Grade 12,0
2108,29045,Female,Grade 12,0
2109,29056,Female,Diploma,0
2110,29057,Female,Grade 12,0
2111,29062,Female,Degree,3
2112,29071,Female,Grade 12,0
2113,29092,Male,Diploma,0
2114,29093,Female,Diploma,0
2115,29096,Male,Grade 12,2
2116,29097,Male,Degree,0
2117,29102,Male,Grade 12,1
2118,29113,Female,Grade 12,0
2119,29127,Male,No records,2
2120,29136,Male,Diploma,0
2121,29141,Male,Degree,2
2122,29151,Male,Diploma,0
2123,29156,Male,No records,0
2124,29160,Female,Degree,0
2125,29171,Male,Degree,0
2126,29176,Female,Degree,0
2127,29179,Male,No records,0
2128,29192,Male,Grade 12,0
2129,29201,Female,Diploma,0
2130,29205,Female,No records,3
2131,29253,Male,Diploma,0
2132,29259,Male,Grade 12,1
2133,29277,Male,Grade 12,0
2134,29280,Female,Grade 12,2
2135,29290,Male,Degree,2
2136,29308,Female,Grade 12,0
2137,29311,Male,Grade 12,1
2138,29326,Female,Grade 12,0
2139,29339,Female,No records,2
2140,29359,Female,Diploma,0
2141,29366,Male,No records,1
2142,29373,Female,Diploma,2
2143,29377,Male,Diploma,0
2144,29383,Female,No records,2
2145,29384,Female,No records,0
2146,29404,Female,Degree,0
2147,29415,Female,Diploma,0
2148,29422,Male,Degree,0
2149,29452,Male,No records,0
2150,29455,Female,Grade 12,0
2151,29458,Male,Diploma,1
2152,29485,Male,Diploma,0
2153,29487,Male,Diploma,0
2154,29489,Male,No records,1
2155,29498,Male,No records,0
2156,29502,Female,Degree,0
2157,29511,Male,Degree,0
2158,29517,Female,Grade 12,0
2159,29537,Male,Diploma,0
2160,29543,Female,Diploma,1
2161,29551,Male,Grade 12,1
2162,29562,Male,Degree,0
2163,29563,Male,Grade 12,0
2164,29565,Male,Diploma,1
2165,29566,Female,Grade 12,0
2166,29576,Female,Postgrad,0
2167,29582,Female,No records,0
2168,29592,Male,Grade 12,0
2169,29605,Male,No records,2
2170,29621,Female,Postgrad,1
2171,29627,Male,Grade 12,0
2172,29637,Male,Grade 12,1
2173,29639,Male,Grade 12,1
2174,29681,Male,Degree,0
2175,29683,Female,Diploma,2
2176,29695,Male,Degree,0
2177,29698,Male,Degree,0
2178,29703,Male,Diploma,2
2179,29712,Male,Postgrad,0
2180,29723,Female,Diploma,0
2181,29732,Male,Degree,1
2182,29740,Female,No records,0
2183,29742,Female,No records,0
2184,29744,Male,Diploma,0
2185,29749,Male,Degree,0
2186,29752,Female,Diploma,1
2187,29764,Female,Grade 12,0
2188,29781,Female,Degree,0
2189,29791,Male,Degree,2
2190,29792,Male,Diploma,0
2191,29802,Female,Diploma,1
2192,29812,Male,Grade 12,2
2193,29825,Female,Grade 12,2
2194,29834,Female,No records,2
2195,29836,Male,Grade 12,1
2196,29864,Female,Diploma,0
2197,29879,Female,No records,2
2198,29890,Male,Degree,0
2199,29894,Female,Grade 12,0
2200,29903,Male,Grade 12,1
2201,29905,Male,Grade 12,2
2202,29929,Female,Diploma,0
2203,29932,Male,Diploma,0
2204,29940,Female,Grade 12,0
2205,29944,Female,No records,0
2206,29945,Male,Grade 12,2
2207,29946,Male,No records,1
2208,29967,Male,Grade 12,0
2209,29972,Male,Grade 12,0
2210,29992,Female,Diploma,2
2211,29994,Female,Diploma,0
2212,29999,Male,Grade 12,2
2213,30002,Male,Grade 12,2
2214,30026,Female,Degree,1
2215,30028,Female,No records,0
2216,30030,Male,Grade 12,1
2217,30037,Male,Diploma,0
2218,30038,Female,Diploma,0
2219,30041,Female,No records,1
2220,30060,Female,Degree,2
2221,30061,Female,Grade 12,0
2222,30090,Male,No records,1
2223,30094,Female,Grade 12,0
2224,30102,Female,No records,0
2225,30132,Female,Postgrad,2
2226,30135,Female,Grade 12,1
2227,30137,Female,Grade 12,0
2228,30138,Male,Grade 12,1
2229,30156,Male,Diploma,0
2230,30166,Male,No records,1
2231,30194,Female,Grade 12,0
2232,30205,Male,Diploma,0
2233,30215,Male,Diploma,2
2234,30238,Female,Diploma,1
2235,30245,Male,Diploma,1
2236,30246,Female,Grade 12,0
2237,30248,Male,Grade 12,0
2238,30267,Female,Grade 12,2
2239,30284,Male,Grade 12,0
2240,30295,Male,Grade 12,1
2241,30314,Female,Grade 12,2
2242,30323,Male,Grade 12,0
2243,30329,Male,Diploma,0
2244,30338,Female,Grade 12,2
2245,30341,Female,Diploma,2
2246,30359,Male,Diploma,2
2247,30416,Female,Grade 12,3
2248,30424,Male,Grade 12,0
2249,30425,Female,Diploma,0
2250,30438,Male,No records,0
2251,30439,Male,Grade 12,0
2252,30445,Male,Diploma,0
2253,30448,Male,Grade 12,0
2254,30454,Female,Grade 12,0
2255,30461,Male,Grade 12,0
2256,30464,Male,Grade 12,0
2257,30480,Female,Grade 12,0
2258,30489,Male,Grade 12,0
2259,30508,Male,Grade 12,0
2260,30511,Female,Degree,2
2261,30532,Female,No records,0
2262,30536,Female,No records,1
2263,30551,Female,Postgrad,1
2264,30561,Female,Diploma,0
2265,30564,Female,Degree,1
2266,30565,Female,Grade 12,0
2267,30567,Male,Grade 12,0
2268,30570,Female,Grade 12,1
2269,30589,Male,No records,2
2270,30592,Male,Grade 12,1
2271,30606,Male,No records,2
2272,30613,Female,Postgrad,0
2273,30618,Female,Degree,1
2274,30622,Female,Diploma,2
2275,30624,Female,Degree,3
2276,30626,Male,Degree,0
2277,30629,Female,Grade 12,0
2278,30637,Male,Diploma,0
2279,30648,Female,No records,1
2280,30658,Female,Postgrad,0
2281,30659,Male,Diploma,1
2282,30660,Female,Grade 12,1
2283,30663,Female,Grade 12,0
2284,30671,Male,No records,0
2285,30672,Male,Diploma,1
2286,30687,Female,Diploma,2
2287,30693,Female,Diploma,0
2288,30709,Female,No records,0
2289,30724,Female,Grade 12,1
2290,30729,Female,Grade 12,1
2291,30732,Female,Degree,0
2292,30754,Male,Postgrad,0
2293,30757,Female,Degree,0
2294,30768,Female,No records,0
2295,30784,Male,Degree,2
2296,30790,Male,Grade 12,0
2297,30809,Female,Postgrad,0
2298,30818,Female,Grade 12,2
2299,30819,Female,Diploma,0
2300,30848,Female,Grade 12,0
2301,30879,Male,Diploma,0
2302,30888,Male,Grade 12,0
2303,30913,Male,No records,0
2304,30928,Male,Grade 12,0
2305,30936,Male,Grade 12,0
2306,30941,Female,Diploma,0
2307,30967,Female,Postgrad,0
2308,30970,Female,Degree,0
2309,30973,Female,Diploma,0
2310,30983,Female,No records,1
2311,30987,Female,Diploma,0
2312,30988,Female,Grade 12,0
2313,31013,Female,Grade 12,2
2314,31020,Female,Diploma,0
2315,31031,Female,Degree,0
2316,31037,Male,Degree,2
2317,31038,Female,Diploma,1
2318,31051,Male,Degree,0
2319,31069,Male,Diploma,0
2320,31074,Male,Postgrad,1
2321,31079,Female,No records,0
2322,31084,Male,No records,2
2323,31107,Female,Postgrad,0
2324,31137,Male,Grade 12,0
2325,31141,Male,Degree,0
2326,31151,Male,No records,0
2327,31160,Female,Degree,0
2328,31178,Female,Diploma,1
2329,31201,Male,Diploma,1
2330,31202,Male,Grade 12,2
2331,31205,Male,No records,1
2332,31211,Male,Diploma,0
2333,31236,Female,Degree,4
2334,31244,Male,Grade 12,4
2335,31245,Female,Diploma,0
2336,31248,Female,Grade 12,0
2337,31253,Male,Grade 12,2
2338,31255,Male,No records,0
2339,31258,Male,Degree,2
2340,31259,Male,Grade 12,1
2341,31260,Male,No records,1
2342,31261,Female,Grade 12,2
2343,31271,Male,Degree,0
2344,31276,Female,Grade 12,0
2345,31315,Male,No records,0
2346,31329,Male,Diploma,2
2347,31337,Female,Grade 12,0
2348,31340,Female,No records,2
2349,31354,Male,Diploma,0
2350,31386,Male,No records,2
2351,31392,Female,Diploma,1
2352,31396,Male,Degree,1
2353,31422,Female,Postgrad,0
2354,31433,Male,Grade 12,0
2355,31435,Male,Diploma,0
2356,31446,Female,Diploma,0
2357,31454,Male,Grade 12,2
2358,31456,Male,Grade 12,1
2359,31461,Female,Grade 12,0
2360,31470,Male,No records,1
2361,31479,Female,Grade 12,2
2362,31494,Male,Diploma,1
2363,31498,Female,Diploma,2
2364,31499,Female,Grade 12,2
2365,31510,Female,Grade 12,2
2366,31516,Male,Diploma,1
2367,31518,Female,Degree,1
2368,31523,Female,Degree,0
2369,31537,Female,Grade 12,0
2370,31566,Male,Grade 12,0
2371,31569,Female,Grade 12,1
2372,31576,Male,Grade 12,0
2373,31580,Female,Grade 12,1
2374,31582,Male,Degree,2
2375,31585,Male,Degree,0
2376,31589,Male,Degree,1
2377,31590,Female,Degree,0
2378,31596,Female,Grade 12,2
2379,31635,Female,Grade 12,0
2380,31638,Male,Postgrad,0
2381,31643,Female,Grade 12,0
2382,31647,Female,Diploma,0
2383,31648,Male,Degree,1
2384,31651,Female,Grade 12,0
2385,31658,Female,Postgrad,0
2386,31670,Female,Diploma,1
2387,31673,Female,Grade 12,0
2388,31677,Female,No records,1
2389,31685,Male,Grade 12,2
2390,31688,Male,No records,0
2391,31692,Male,Diploma,2
2392,31693,Female,No records,2
2393,31695,Male,Degree,0
2394,31696,Male,Degree,2
2395,31705,Female,Grade 12,0
2396,31708,Female,Diploma,2
2397,31716,Female,Grade 12,1
2398,31732,Male,No records,0
2399,31740,Female,Degree,0
2400,31742,Female,Degree,0
2401,31752,Male,Grade 12,0
2402,31761,Male,Diploma,2
2403,31762,Male,Grade 12,1
2404,31772,Female,Grade 12,0
2405,31774,Male,Diploma,0
2406,31780,Female,Diploma,3
2407,31794,Male,Diploma,0
2408,31796,Male,Grade 12,2
2409,31809,Male,No records,0
2410,31812,Female,Diploma,2
2411,31846,Male,Degree,1
2412,31849,Female,No records,0
2413,31853,Male,Grade 12,0
2414,31864,Male,Grade 12,1
2415,31871,Male,Grade 12,1
2416,31874,Male,Grade 12,0
2417,31875,Female,Degree,0
2418,31880,Male,Grade 12,2
2419,31881,Female,Postgrad,0
2420,31907,Female,Diploma,0
2421,31908,Female,Diploma,1
2422,31918,Female,Degree,0
2423,31920,Female,Degree,0
2424,31923,Male,Grade 12,1
2425,31925,Male,Diploma,1
2426,31927,Male,Grade 12,1
2427,31932,Male,Grade 12,1
2428,31934,Female,Diploma,0
2429,31943,Male,Diploma,0
2430,31948,Male,Grade 12,3
2431,31951,Male,Degree,0
2432,31960,Female,Degree,1
2433,31978,Male,No records,0
2434,31983,Female,Diploma,0
2435,31993,Male,No records,1
2436,31999,Male,Degree,0
2437,32011,Female,Diploma,0
2438,32018,Female,No records,0
2439,32020,Male,No records,0
2440,32023,Male,No records,1
2441,32031,Male,Diploma,1
2442,32038,Male,Grade 12,1
2443,32048,Female,Grade 12,0
2444,32055,Male,Grade 12,0
2445,32056,Male,No records,0
2446,32083,Male,Diploma,0
2447,32084,Female,No records,1
2448,32115,Male,Diploma,0
2449,32117,Female,Postgrad,0
2450,32124,Female,Diploma,1
2451,32149,Female,Diploma,1
2452,32160,Female,Diploma,0
2453,32193,Female,Diploma,0
2454,32198,Male,Degree,2
2455,32217,Female,Degree,2
2456,32231,Male,Grade 12,0
2457,32232,Female,Grade 12,1
2458,32247,Male,Grade 12,3
2459,32250,Female,Degree,1
2460,32251,Male,Degree,1
2461,32256,Female,Grade 12,0
2462,32258,Female,Diploma,0
2463,32262,Female,Degree,0
2464,32272,Male,Diploma,0
2465,32289,Male,No records,1
2466,32294,Male,Grade 12,2
2467,32295,Female,No records,2
2468,32300,Male,No records,0
2469,32303,Male,Grade 12,0
2470,32313,Male,Degree,0
2471,32324,Female,Grade 12,0
2472,32328,Male,No records,0
2473,32342,Male,Postgrad,1
2474,32345,Male,Grade 12,0
2475,32347,Male,Diploma,3
2476,32351,Male,Degree,0
2477,32356,Female,Grade 12,2
2478,32382,Male,Diploma,2
2479,32391,Female,Diploma,0
2480,32402,Male,Postgrad,1
2481,32403,Female,Diploma,0
2482,32410,Female,No records,0
2483,32416,Female,Postgrad,1
2484,32419,Male,No records,0
2485,32420,Male,Diploma,2
2486,32424,Female,Postgrad,0
2487,32425,Female,Postgrad,1
2488,32450,Female,Degree,1
2489,32467,Female,No records,1
2490,32490,Male,No records,0
2491,32509,Female,Grade 12,4
2492,32518,Female,Grade 12,2
2493,32521,Female,No records,2
2494,32531,Female,Degree,0
2495,32535,Female,Grade 12,0
2496,32541,Female,No records,0
2497,32547,Female,No records,1
2498,32578,Female,Grade 12,1
2499,32581,Male,Diploma,1
2500,32597,Female,Diploma,0
2501,32607,Female,Diploma,1
2502,32622,Female,Diploma,0
2503,32624,Male,Postgrad,1
2504,32629,Female,Grade 12,0
2505,32653,Female,Grade 12,0
2506,32655,Male,No records,2
2507,32666,Male,Grade 12,0
2508,32670,Male,Grade 12,0
2509,32672,Male,Grade 12,0
2510,32683,Female,No records,0
2511,32704,Female,Diploma,2
2512,32707,Female,Grade 12,2
2513,32710,Male,Grade 12,0
2514,32716,Male,Degree,3
2515,32720,Female,No records,0
2516,32732,Male,No records,1
2517,32743,Female,Grade 12,1
2518,32780,Female,Postgrad,0
2519,32809,Female,Diploma,0
2520,32815,Female,Grade 12,1
2521,32840,Male,Grade 12,0
2522,32842,Male,Degree,0
2523,32880,Female,No records,0
2524,32889,Male,Diploma,1
2525,32893,Male,Degree,1
2526,32904,Female,Diploma,0
2527,32913,Male,Diploma,1
2528,32914,Male,Grade 12,0
2529,32928,Female,No records,1
2530,32929,Male,No records,0
2531,32965,Female,Grade 12,0
2532,32967,Male,Grade 12,0
2533,32973,Female,Diploma,0
2534,32997,Female,Grade 12,0
2535,33010,Male,No records,2
2536,33016,Male,No records,2
2537,33018,Female,No records,0
2538,33024,Male,Grade 12,0
2539,33031,Male,Grade 12,0
2540,33038,Male,Diploma,0
2541,33045,Male,Degree,1
2542,33050,Female,Grade 12,0
2543,33061,Male,Grade 12,0
2544,33065,Female,No records,1
2545,33068,Male,Diploma,0
2546,33069,Male,No records,0
2547,33071,Male,Diploma,0
2548,33079,Male,Grade 12,2
2549,33082,Male,Grade 12,1
2550,33085,Female,Degree,0
2551,33101,Male,No records,2
2552,33109,Female,Degree,0
2553,33119,Female,Diploma,2
2554,33130,Male,Degree,0
2555,33134,Female,Diploma,1
2556,33142,Female,Grade 12,0
2557,33161,Female,Grade 12,0
2558,33171,Female,Postgrad,2
2559,33193,Female,No records,1
2560,33195,Female,Degree,3
2561,33197,Male,No records,3
2562,33201,Male,Degree,0
2563,33205,Female,Degree,1
2564,33220,Female,Grade 12,1
2565,33228,Female,Grade 12,2
2566,33231,Female,Diploma,0
2567,33241,Female,Degree,0
2568,33249,Male,Diploma,0
2569,33253,Male,Diploma,2
2570,33259,Male,Grade 12,1
2571,33267,Female,Grade 12,3
2572,33276,Male,Diploma,1
2573,33287,Female,Grade 12,0
2574,33288,Male,No records,0
2575,33296,Female,No records,0
2576,33306,Female,No records,0
2577,33311,Male,Grade 12,1
2578,33318,Female,Diploma,1
2579,33319,Female,Grade 12,1
2580,33320,Female,Degree,1
2581,33332,Male,Diploma,2
2582,33337,Female,Grade 12,0
2583,33352,Female,No records,0
2584,33361,Male,No records,2
2585,33367,Male,Degree,1
2586,33382,Female,Degree,0
2587,33386,Female,Grade 12,1
2588,33399,Male,Grade 12,2
2589,33403,Male,No records,2
2590,33411,Female,Grade 12,0
2591,33432,Male,Grade 12,2
2592,33447,Female,Degree,0
2593,33462,Male,Grade 12,1
2594,33463,Male,Diploma,0
2595,33469,Male,Grade 12,0
2596,33472,Male,Postgrad,1
2597,33500,Male,Diploma,1
2598,33502,Male,No records,1
2599,33508,Female,Diploma,0
2600,33516,Female,Diploma,1
2601,33540,Female,Diploma,0
2602,33548,Male,Grade 12,0
2603,33557,Female,Grade 12,0
2604,33560,Male,Grade 12,1
2605,33580,Male,No records,1
2606,33605,Male,Grade 12,0
2607,33609,Male,No records,0
2608,33619,Female,Postgrad,1
2609,33622,Male,Diploma,0
2610,33627,Male,Grade 12,0
2611,33637,Female,Diploma,0
2612,33639,Male,No records,0
2613,33642,Male,Diploma,2
2614,33644,Male,Degree,0
2615,33645,Female,Grade 12,2
2616,33659,Female,Diploma,0
2617,33660,Female,Grade 12,0
2618,33672,Female,Diploma,2
2619,33680,Female,Grade 12,2
2620,33686,Female,Grade 12,0
2621,33694,Male,Grade 12,2
2622,33707,Female,Diploma,2
2623,33710,Female,Diploma,0
2624,33730,Male,Diploma,0
2625,33745,Male,Postgrad,2
2626,33751,Male,Grade 12,0
2627,33754,Female,Diploma,0
2628,33772,Male,No records,0
2629,33786,Female,Diploma,0
2630,33787,Male,Grade 12,1
2631,33792,Male,Grade 12,0
2632,33795,Female,Grade 12,1
2633,33799,Male,Grade 12,0
2634,33804,Male,No records,1
2635,33816,Female,Grade 12,0
2636,33821,Female,Diploma,0
2637,33835,Male,Degree,0
2638,33842,Female,Grade 12,0
2639,33852,Male,Degree,0
